predator_mass	prey_mass
251.54	0.018927
280.72	0.0062624
176.48	0.002206
312.12	0.0062624
118.33	1.621
102.31	0.0427
118.33	0.013652
420.49	0.018927
312.12	0.0062624
176.48	0.00045253
312.12	0.018927
312.12	0.018927
251.54	0.1624
312.12	0.0001287
176.48	0.00045253
312.12	0.002206
381.91	0.018927
251.54	0.0094749
176.48	0.002206
176.48	0.018927
420.49	0.0094749
420.49	0.018927
176.48	0.0011043
176.48	2.7835
199.51	0.018927
176.48	0.0011043
280.72	0.053732
176.48	0.033314
135.97	0.018927
251.54	1.2882
135.97	0.013652
224.5	0.28584
420.49	0.0094749
505.44	0.1624
601.37	0.32442
312.12	0.13852
420.49	0.0427
461.64	0.053732
312.12	0.025436
199.51	0.002206
381.91	0.053732
135.97	0.013652
135.97	0.0062624
505.44	0.033314
505.44	0.018927
52.835	0.018927
43.71	0.053732
155.33	0.21824
601.37	0.002206
155.33	0.76737
43.71	0.013652
52.835	0.92097
280.72	0.41186
52.835	0.57101
52.835	0.13852
43.71	0.28584
155.33	0.025436
251.54	0.0062624
199.51	0.51403
251.54	0.002206
280.72	1.8726
708.99	0.92097
135.97	1.5043
280.72	1.621
280.72	1.8726
280.72	3.1435
551.99	4.6505
224.5	1.1885
551.99	3.7407
199.51	0.57101
224.5	7.5572
601.37	0.018927
601.37	0.018927
551.99	6.2797
420.49	4.8993
420.49	23.883
708.99	2.0077
224.5	0.76737
551.99	2.7835
381.91	7.9021
381.91	7.9021
251.54	0.57101
135.97	0.92097
102.31	1.3934
199.51	0.0001287
345.82	7.9021
420.49	11.956
135.97	1.621
505.44	53.88
251.54	0.1624
155.33	0.92097
155.33	2.1493
176.48	1.2882
601.37	2.7835
176.48	0.57101
381.91	23.883
601.37	42.037
601.37	17.227
312.12	14.428
345.82	32.096
505.44	12.425
176.48	0.11714
345.82	19.07
601.37	6.2797
280.72	7.9021
280.72	4.8993
601.37	32.096
199.51	1.3934
224.5	4.8993
155.33	2.4526
461.64	7.9021
653.67	8.2574
224.5	4.8993
653.67	0.025436
155.33	0.1624
70.133	0.64
290.59	4.2188
321.81	0.06859
261.49	6.1413
209.35	0.64
209.35	0.24389
290.59	0.64
321.81	2.16
70.133	0.27
209.35	1.25
290.59	0.27
321.81	68.59
186.15	0.54872
390.93	0.17576
429	80
261.49	27.44
290.59	1.9511
290.59	1.4061
321.81	13.31
355.23	0.10648
355.23	10
390.93	10
558.14	30.486
321.81	0.09261
261.49	6.1413
321.81	10
209.35	0.06859
164.76	10
82.272	1.5746
82.272	2.875
234.44	0.08
321.81	3.43
234.44	10
209.35	13.31
82.272	1.3265
82.272	1.3265
82.272	0.10648
164.76	0.68921
145.1	0.24389
127.1	1.3265
164.76	1.25
234.44	3.43
469.5	9.1267
390.93	24.604
261.49	1.25
390.93	5.12
261.49	0.15625
209.35	11.576
82.272	3.2851
59.271	2.7463
234.44	0.50653
145.1	1.1765
209.35	3.43
290.59	58.32
110.68	4.3898
49.612	3.7325
127.1	3.43
59.271	3.43
145.1	0.32768
321.81	4.2188
390.93	13.31
209.35	9.1267
321.81	24.604
164.76	1.25
290.59	7.7869
290.59	3.7325
355.23	0.42875
321.81	13.31
164.76	0.54872
234.44	8.5738
209.35	11.576
209.35	11.576
261.49	7.29
209.35	13.31
186.15	10
209.35	1.25
290.59	4.3898
186.15	1.25
290.59	13.31
290.59	5.5137
209.35	11.576
110.68	1.25
290.59	3.43
49.612	2.5005
209.35	5.7179
110.68	2.7463
164.76	2.6214
70.133	4.2188
209.35	1.6638
41.082	2.7463
234.44	2.7463
164.76	2.0077
261.49	7.9021
186.15	7.9021
164.76	0.1624
261.49	3.9557
321.81	2.7835
201.69	10
261.49	0.1624
186.15	0.0062624
390.93	0.033314
82.272	0.033314
390.93	0.033314
390.93	0.033314
234.44	0.081296
261.49	0.002206
261.49	0.0094749
261.49	0.0001287
390.93	0.033314
261.49	0.002206
110.68	0.018927
355.23	0.018927
558.14	0.06655
429	0.1624
355.23	0.0427
261.49	0.1624
321.81	0.18893
70.133	0.018927
355.23	0.57101
127.1	0.1624
127.1	0.018927
127.1	0.018927
70.133	0.018927
110.68	0.018927
82.272	0.018927
110.68	0.018927
127.1	0.018927
70.133	0.06655
290.59	0.1624
110.68	0.018927
558.14	0.033314
558.14	0.018927
558.14	0.06655
110.68	0.002206
321.81	0.57101
186.15	0.1624
261.49	0.36637
186.15	0.002206
558.14	0.0062624
390.93	0.06655
390.93	0.0094749
390.93	0.57101
558.14	0.32442
355.23	0.013652
321.81	0.0094749
558.14	0.0062624
321.81	0.06655
355.23	0.0038827
321.81	0.1624
209.35	2.7835
209.35	3.7407
209.35	5.157
209.35	5.4237
290.59	7.9021
512.52	0.57101
429	0.1624
429	0.36637
429	1.3934
429	0.2505
429	0.018927
429	0.11714
429	0.06655
512.52	0.36637
512.52	0.51403
429	0.06655
82.272	0.06655
512.52	0.018927
512.52	0.32442
512.52	0.1624
261.49	0.32442
261.49	0.06655
512.52	0.11714
290.59	0.57101
469.5	0.32442
145.1	0.025436
209.35	2.1493
429	1.005
145.1	0.0427
355.23	0.57101
390.93	0.1624
290.59	0.09811
558.14	0.28584
145.1	0.06655
290.59	0.21824
95.762	0.11714
234.44	0.1624
145.1	0.018927
145.1	0.002206
95.762	0.06655
70.133	0.002206
70.133	0.002206
512.52	0.57101
469.5	0.57101
261.49	0.06655
512.52	1.005
321.81	0.025436
469.5	0.57101
469.5	0.1624
390.93	0.09811
145.1	0.018927
145.1	0.69753
390.93	0.06655
355.23	1.3934
234.44	0.018927
261.49	0.018927
390.93	0.57101
164.76	0.32442
290.59	0.1624
390.93	0.57101
127.1	0.09811
290.59	0.06655
290.59	0.018927
110.68	0.06655
290.59	0.018927
390.93	0.1624
390.93	0.13852
512.52	1.2882
127.1	0.21824
512.52	0.51403
512.52	1.5043
355.23	0.57101
95.762	0.053732
110.68	0.18893
321.81	0.018927
209.35	0.69753
321.81	0.018927
390.93	1.005
355.23	1.7437
390.93	0.46103
390.93	0.36637
390.93	1.8726
127.1	0.18893
127.1	0.081296
321.81	2.0077
127.1	0.09811
261.49	0.21824
290.59	1.3934
290.59	1.3934
110.68	0.018927
290.59	1.8726
290.59	0.06655
127.1	0.09811
95.762	0.013652
95.762	0.018927
95.762	0.21824
209.35	0.18893
209.35	0.1624
558.14	1.2882
558.14	1.0942
558.14	1.1885
469.5	0.18893
186.15	1.3934
59.271	0.0427
16.781	0.1624
82.272	0.2505
290.59	1.621
355.23	0.0001287
164.76	0.51403
290.59	0.18893
355.23	0.1624
164.76	0.018927
164.76	0.002206
355.23	0.018927
186.15	0.018927
234.44	0.025436
355.23	9.7871
261.49	0.002206
164.76	0.0427
209.35	1.3934
110.68	4.8993
209.35	2.7835
16.781	2.1493
59.271	3.5338
82.272	0.8418
209.35	4.4104
186.15	0.1624
186.15	0.1624
321.81	17.227
49.612	0.92097
186.15	0.1624
164.76	24.632
145.1	0.32442
95.762	11.053
186.15	4.6505
49.612	42.037
49.612	0.69753
290.59	0.57101
290.59	0.57101
290.59	0.57101
290.59	0.57101
127.1	0.002206
234.44	0.018927
390.93	0.018927
390.93	0.018927
390.93	0.018927
234.44	0.13852
390.93	0.018927
95.762	0.002206
49.612	0.36637
261.49	0.57101
784.61	156.25
1004.2	138.24
657.65	0.00216
599.65	0.00125
2881.6	1287.9
74.957	0.00125
89.908	0.27
401.72	393.04
321.64	33.75
169.48	40.96
446.32	49.13
401.72	21.97
3213.8	1851.9
169.48	40.96
1004.2	7.29
169.48	40.96
194.86	0.01331
1558.9	7.5357
1558.9	160.03
401.72	0.64
169.48	466.56
169.48	40.96
321.64	10
169.48	40.96
74.957	1.25
252.98	7.29
252.98	7.29
657.65	0.21952
1558.9	58.32
146.4	40.96
360.2	138.24
169.48	30.486
194.86	95.281
360.2	27.44
252.98	17.28
106.73	71.891
494.1	0.64
1261.3	92.61
40.205	13.31
285.94	35.816
4361.4	0.54872
24.357	1.6638
545.18	27.44
360.2	27.44
494.1	62.295
1900	68.59
599.65	7.29
719.26	0.15625
285.94	33.75
360.2	121.67
169.48	5.12
2287.5	80
719.26	0.91125
1900	393.04
89.908	7.29
599.65	2.16
194.86	2.16
1667.6	49.13
2287.5	80
3952.8	1250
74.957	0.64
719.26	0.35937
719.26	0.24389
252.98	0.97336
853.8	92.61
657.65	13.31
657.65	27.44
446.32	196.83
2287.5	10
599.65	106.48
1261.3	0.42875
599.65	106.48
1355.8	156.25
1667.6	640
657.65	49.13
1004.2	640
784.61	0.27
2287.5	270
321.64	0.54872
360.2	1.25
194.86	106.48
360.2	21.97
446.32	33.75
360.2	4.2188
784.61	0.27
252.98	0.19683
360.2	0.03375
360.2	0.27
1781.2	795.07
657.65	17.28
494.1	4.7455
1004.2	40.96
1004.2	506.53
1261.3	393.04
1558.9	644.81
1171.2	92.61
1004.2	156.25
285.94	10
24.357	0.59319
1171.2	121.67
599.65	92.61
599.65	1.25
853.8	593.19
719.26	0.03375
1004.2	17.28
89.908	2.16
657.65	0.06859
1667.6	68.59
3570.5	1105.9
74.957	13.31
446.32	13.31
169.48	58.32
321.64	121.67
2023.8	219.52
446.32	175.76
285.94	80
89.908	49.13
194.86	40.96
545.18	156.25
360.2	5.12
4361.4	243.89
321.64	138.24
2287.5	243.89
446.32	196.83
1355.8	911.25
446.32	196.83
599.65	13.31
599.65	40.96
1171.2	327.68
360.2	106.48
1004.2	106.48
1455	506.53
446.32	21.97
719.26	21.97
360.2	37.964
194.86	5.12
74.957	5.12
446.32	11.249
545.18	12.597
599.65	80
494.1	47.416
194.86	23
599.65	33.75
1261.3	327.68
401.72	106.48
401.72	0.39304
926.95	33.75
3389	1447
446.32	138.24
446.32	84.897
74.957	8.5738
599.65	5.12
657.65	0.42875
446.32	106.48
719.26	0.27
1558.9	689.21
1085.5	270
89.908	7.29
50.215	0.00064
321.64	138.24
545.18	156.25
657.65	21.97
321.64	15.209
169.48	1.6638
74.957	3.7325
1455	87.418
3389	92.61
545.18	0.64
222.66	21.97
545.18	138.24
1900	393.04
719.26	5.12
194.86	63.316
494.1	13.31
1455	593.19
719.26	49.13
1355.8	243.89
2287.5	327.68
74.957	10
125.52	1.9511
194.86	106.48
494.1	106.48
18.3	0.06859
194.86	33.75
252.98	0.19683
169.48	58.32
599.65	11.576
40.205	2.875
50.215	0.64
853.8	201.24
1085.5	219.52
1455	186.1
545.18	196.83
784.61	1.1059
125.52	124.87
1004.2	106.48
1171.2	3.43
784.61	10
89.908	4.2188
61.763	24.604
1004.2	44.921
146.4	84.897
24.357	0.21952
222.66	28.032
1004.2	39.443
1171.2	33.75
446.32	62.295
146.4	19.531
657.65	0.64
657.65	0.91125
285.94	68.59
401.72	109.41
545.18	5.5137
446.32	71.891
545.18	106.48
446.32	312.56
285.94	21.97
599.65	0.01331
222.66	92.61
1455	640
494.1	80
545.18	106.48
321.64	2.16
1171.2	0.12167
719.26	219.52
321.64	106.48
599.65	121.67
360.2	175.76
494.1	32.418
252.98	40.96
1171.2	359.37
1900	106.48
1085.5	68.59
61.763	0.05832
125.52	33.75
252.98	33.75
545.18	24.061
657.65	49.13
321.64	175.76
784.61	21.97
285.94	121.67
1455	99.384
360.2	156.25
719.26	506.53
285.94	80
446.32	30.486
1558.9	196.83
545.18	156.25
853.8	80
1085.5	70.779
1085.5	86.151
926.95	68.59
446.32	18.158
1667.6	219.52
853.8	92.61
446.32	6.1413
252.98	17.28
926.95	58.32
40.205	1.25
545.18	13.31
194.86	13.31
74.957	0.13824
657.65	10
446.32	74.149
89.908	13.31
125.52	30.486
1171.2	92.61
222.66	50.002
1004.2	243.89
784.61	270
2023.8	851.84
545.18	2.0538
321.64	44.921
853.8	175.76
446.32	640
146.4	14.049
657.65	393.04
1085.5	6.585
926.95	740.88
545.18	5.12
146.4	28.633
401.72	141.72
784.61	17.28
853.8	92.61
31.622	3.7325
1085.5	428.75
599.65	1.3265
446.32	80
252.98	0.91125
61.763	10
719.26	0.02744
194.86	58.32
252.98	19.531
853.8	99.384
222.66	121.67
222.66	2.7463
360.2	92.61
321.64	68.59
106.73	61.285
1171.2	270
146.4	13.31
401.72	13.31
252.98	9.4119
599.65	113.91
657.65	58.32
494.1	107.94
125.52	1.1765
545.18	5.12
360.2	17.28
657.65	58.32
285.94	10
125.52	0.74088
599.65	138.24
446.32	16.852
321.64	8.3058
719.26	0.02744
18.3	0.91125
61.763	0.57101
1171.2	0.57101
1171.2	1.3934
285.94	0.32442
1171.2	2.7835
1171.2	0.1624
360.2	2.7835
360.2	1.3934
360.2	1.3934
360.2	0.57101
285.94	0.57101
321.64	4.8993
321.64	0.57101
360.2	0.57101
321.64	0.57101
285.94	11.956
360.2	1.3934
599.65	0.76737
1355.8	1.3934
657.65	1.2882
1004.2	1.621
360.2	2.7835
1171.2	1.3934
321.64	0.46103
719.26	3.7407
252.98	1.3934
222.66	0.57101
1355.8	2.7835
657.65	0.92097
252.98	0.92097
194.86	0.57101
401.72	1.1885
401.72	1.3934
321.64	1.2882
252.98	1.3934
545.18	1.3934
545.18	2.0077
74.957	0.1624
106.73	0.1624
1171.2	11.956
106.73	0.1624
1261.3	2.7835
784.61	1.3934
657.65	1.8726
545.18	1.3934
545.18	0.1624
1171.2	2.7835
784.61	1.3934
545.18	0.57101
657.65	0.018927
1261.3	7.9021
1455	2.7835
1455	2.7835
1455	0.92097
1085.5	2.7835
657.65	2.7835
1455	3.7407
169.48	1.3934
50.215	0.1624
50.215	0.1624
1085.5	0.053732
2287.5	2.9598
719.26	7.9021
545.18	7.9021
50.215	0.57101
719.26	0.0094749
719.26	0.0062624
719.26	7.9021
89.908	0.57101
89.908	0.57101
106.73	0.8418
89.908	0.57101
106.73	0.8418
50.215	0.57101
926.95	3.7407
926.95	4.8993
252.98	0.32442
926.95	1.8726
1085.5	0.0062624
1261.3	0.1624
1558.9	204.92
657.65	126.07
1004.2	174.79
401.72	0.51403
194.86	0.92097
146.4	17.227
257.08	1.25
357.96	7.29
288.24	0.59319
257.08	1.25
482.43	5.12
438.16	6.1413
482.43	5.12
257.08	1.25
288.24	10
201.69	2.16
228.26	0.64
257.08	1.25
257.08	1.25
257.08	1.25
257.08	1.25
134.55	10
633.02	11.91
257.08	1.25
529.6	6.1413
257.08	0.09261
482.43	7.29
288.24	7.29
633.02	17.28
812.25	23
228.26	2.16
201.69	0.64
396.7	6.1413
357.96	5.12
482.43	10
257.08	4.2188
257.08	0.85184
228.26	0.15625
288.24	3.43
288.24	0.29791
177.28	3.43
396.7	0.91125
529.6	6.1413
70.905	3.43
396.7	0.91125
177.28	7.29
482.43	0.27
177.28	2.16
288.24	0.32768
482.43	0.27
482.43	0.27
228.26	1.25
396.7	1.5746
257.08	1.5746
134.55	0.35937
257.08	1.25
134.55	1.1765
177.28	2.3833
201.69	0.00343
201.69	0.01331
321.84	0.59319
99.338	0.10648
396.7	0.97336
177.28	0.91125
357.96	7.29
228.26	7.29
134.55	0.74088
134.55	1.4888
482.43	10
633.02	2.7463
357.96	7.29
633.02	13.676
482.43	0.27
228.26	2.16
228.26	0.27
228.26	0.27
134.55	10
288.24	0.27
177.28	0.13824
257.08	1.1059
228.26	0.15625
99.338	4.7455
396.7	5.12
288.24	7.29
177.28	2.16
288.24	0.64
288.24	0.01
321.84	21.97
288.24	0.27
288.24	10
529.6	17.28
201.69	0.01331
288.24	0.08
633.02	8.8474
357.96	27.44
321.84	0.27
228.26	3.43
257.08	2.6214
438.16	21.97
288.24	1.3265
357.96	7.7869
633.02	22.481
357.96	33.75
228.26	0.79507
357.96	0.46656
579.77	1.6638
579.77	0.74088
579.77	0.27
134.55	0.15625
134.55	0.09261
357.96	0.64
529.6	13.31
438.16	17.28
228.26	0.08
633.02	13.676
357.96	0.91125
228.26	2.16
579.77	0.42875
579.77	33.75
154.93	1.5746
154.93	0.08
579.77	1.25
749.16	2.16
357.96	1.4061
357.96	1.3265
321.84	3.7325
288.24	3.43
288.24	2.3833
201.69	1.4061
321.84	2.2698
357.96	0.32768
396.7	27.44
228.26	1.8519
689.45	14.429
812.25	13.31
357.96	0.59319
201.69	2.2698
257.08	0.64
257.08	1.4061
257.08	0.64
288.24	2.16
228.26	1.3265
288.24	0.64
396.7	0.19683
288.24	0.15625
357.96	14.815
177.28	0.74088
201.69	5.12
357.96	1.4888
357.96	8.3058
201.69	1.9511
177.28	1.4061
257.08	1.25
438.16	13.31
396.7	1.3265
288.24	3.0076
396.7	5.12
288.24	0.64
177.28	5.12
201.69	4.0522
321.84	13.31
321.84	21.97
357.96	0.35937
689.45	13.31
357.96	0.64
396.7	7.7869
396.7	13.31
396.7	21.97
396.7	7.29
357.96	5.12
288.24	0.59319
288.24	13.31
177.28	0.64
321.84	0.54872
357.96	0.54872
288.24	3.43
288.24	0.64
288.24	7.29
357.96	21.97
396.7	0.24389
288.24	0.24389
529.6	1.7562
177.28	0.54872
579.77	1.6638
579.77	17.28
228.26	0.64
579.77	10
228.26	1.25
288.24	0.68921
288.24	0.85184
228.26	3.7325
288.24	0.74088
177.28	0.39304
201.69	0.74088
228.26	0.50653
228.26	0.85184
228.26	1.0382
116.05	1.1059
116.05	0.97336
579.77	0.91125
482.43	0.06859
357.96	0.91125
228.26	0.64
228.26	0.27
529.6	4.5653
228.26	1.25
116.05	0.97336
357.96	0.15625
177.28	0.29791
134.55	0.85184
228.26	0.27
177.28	0.12167
228.26	2.16
396.7	0.42875
257.08	1.4061
228.26	1.9511
529.6	8.5738
288.24	0.85184
438.16	1.4061
878.79	13.31
529.6	2.0538
321.84	33.75
812.25	27.44
812.25	58.32
812.25	17.28
878.79	2.5005
177.28	0.50653
177.28	1.6638
288.24	0.91125
633.02	12.95
633.02	21.97
201.69	0.54872
228.26	0.97336
633.02	10
177.28	1.4061
201.69	1.3265
438.16	0.68921
228.26	1.1765
529.6	0.42875
812.25	5.12
633.02	30.486
396.7	4.2188
812.25	33.75
177.28	0.32768
257.08	0.64
177.28	3.7325
482.43	0.74088
812.25	24.604
812.25	30.486
84.32	0.39304
228.26	0.64
529.6	7.29
579.77	6.1413
396.7	0.39304
812.25	17.28
529.6	0.01331
812.25	21.97
529.6	3.43
812.25	33.75
288.24	11.956
579.77	1.3934
228.26	0.002206
154.93	0.18893
288.24	0.92097
288.24	0.28584
288.24	0.63213
357.96	0.57101
812.25	0.21824
228.26	0.8418
812.25	0.8418
257.08	0.053732
257.08	0.28584
321.84	1.621
257.08	0.13852
321.84	0.92097
321.84	0.57101
288.24	1.621
228.26	0.21824
288.24	1.7437
396.7	1.3934
396.7	1.3934
749.16	4.8993
579.77	2.7835
321.84	0.0011043
201.69	0.11714
154.93	0.0011043
201.69	0.36637
201.69	0.32442
201.69	0.033314
116.05	0.0011043
201.69	0.0011043
201.69	0.13852
228.26	0.0011043
201.69	1.3934
529.6	0.0011043
396.7	0.013652
396.7	0.41186
396.7	0.36637
201.69	0.1624
201.69	0.13852
396.7	0.1624
201.69	0.57101
201.69	0.18893
201.69	0.18893
228.26	0.018927
228.26	0.033314
257.08	0.053732
70.905	0.0011043
288.24	4.8993
257.08	0.033314
116.05	0.00045253
288.24	0.28584
45.716	33.75
145.16	0.09261
128.33	21.97
63.656	0.08
74.202	0.15625
74.202	0.00729
204.58	0.42875
63.656	0.02197
45.716	10
2.3513	0.27
54.181	0.04096
38.201	1.25
25.78	0.85184
163.44	0.64
45.716	33.75
45.716	8.5738
63.656	0.01
112.88	0.08
227.57	0.27
204.58	0.42875
227.57	0.27
2.3513	0.27
278.73	17.28
45.716	33.75
63.656	0.02744
85.881	0.64
85.881	17.28
204.58	0.42875
45.716	33.75
74.202	0.01728
54.181	0.04096
128.33	21.97
112.88	0.08
45.716	33.75
45.716	33.75
112.88	3.43
337.22	3.43
183.22	0.00343
204.58	2.16
227.57	5.12
128.33	5.12
252.27	4.9304
204.58	80
128.33	17.28
145.16	3.43
278.73	3.43
227.57	5.12
227.57	5.12
227.57	5.12
337.22	3.43
145.16	0.29791
204.58	1.25
278.73	80
74.202	7.29
204.58	13.31
163.44	21.97
128.33	17.28
128.33	3.43
128.33	21.97
227.57	5.3144
252.27	92.61
128.33	21.97
163.44	21.97
145.16	10
45.716	0.32768
227.57	0.91125
145.16	3.43
45.716	0.15625
45.716	0.91125
183.22	11.91
183.22	4.2188
227.57	6.1413
98.753	4.0522
278.73	0.01331
128.33	44.921
252.27	13.31
45.716	0.08
278.73	4.5653
128.33	1.25
63.656	1.1059
74.202	0.29791
561.92	33.75
163.44	0.00008
145.16	5.927
183.22	27.44
20.756	1.5746
54.181	0.10648
204.58	21.97
20.756	0.74088
227.57	0.74088
307.03	92.61
54.181	1.4061
98.753	0.04913
252.27	49.13
85.881	0.13824
227.57	0.97336
163.44	4.2188
252.27	7.29
31.575	1.25
145.16	0.46656
204.58	0.54872
163.44	0.32768
204.58	0.59319
403.56	13.31
204.58	26.281
204.58	0.64
403.56	2.16
252.27	0.46656
128.33	0.68921
163.44	0.50653
163.44	0.64
163.44	0.59319
204.58	0.50653
128.33	0.54872
163.44	0.50653
163.44	0.91125
145.16	0.59319
163.44	0.59319
307.03	5.12
307.03	3.43
98.753	5.12
128.33	1.6638
307.03	7.29
98.753	5.12
85.881	3.7325
85.881	3.43
85.881	0.64
183.22	1.25
85.881	2.6214
31.575	2.7463
227.57	28.633
98.753	43.307
163.44	175.76
54.181	5.927
85.881	3.0076
145.16	0.01
204.58	0.91125
163.44	0.19683
128.33	80
45.716	0.91125
307.03	3.43
252.27	3.43
204.58	40.96
54.181	0.39304
128.33	2.16
54.181	0.08
163.44	2.3833
128.33	4.2188
63.656	0.03375
98.753	1.4061
31.575	1.25
85.881	1.25
54.181	0.15625
63.656	0.08
63.656	0.06859
369.37	138.24
54.181	0.08
63.656	2.16
112.88	2.7463
183.22	1.3265
227.57	0.15625
227.57	3.43
9.7288	2.16
12.788	0.64
163.44	0.32768
163.44	0.13824
9.7288	0.64
163.44	0.19683
16.444	2.16
16.444	0.64
163.44	0.08
20.756	2.16
204.58	39.443
227.57	36.523
20.756	0.64
63.656	0.42875
307.03	3.0076
163.44	74.149
128.33	4.2188
227.57	11.249
183.22	1.0382
12.788	2.16
85.881	0.29791
145.16	1.1059
54.181	0.1624
54.181	1.3934
45.716	0.09811
54.181	1.3934
74.202	0.018927
307.03	0.92097
145.16	0.92097
85.881	0.1624
63.656	0.018927
63.656	0.0427
128.33	0.018927
63.656	0.0001287
63.656	0.0427
38.201	0.0011043
38.201	0.002206
63.656	0.0011043
45.716	0.0011043
63.656	0.002206
45.716	0.0011043
63.656	0.018927
98.753	0.00045253
38.201	0.1624
128.33	1.3934
98.753	0.0427
45.716	0.0094749
145.16	0.0094749
145.16	0.0011043
227.57	0.00045253
204.58	0.06655
204.58	0.018927
98.753	0.0094749
227.57	0.0001287
128.33	0.1624
112.88	0.06655
204.58	0.018927
85.881	0.033314
74.202	0.033314
74.202	0.0427
54.181	0.57101
98.753	0.11714
98.753	0.025436
85.881	0.018927
128.33	0.76737
227.57	1.3934
204.58	1.005
145.16	10.198
74.202	0.033314
74.202	0.013652
98.753	0.0427
145.16	0.0427
45.716	0.1624
145.16	0.11714
45.716	0.025436
278.73	0.21824
163.44	0.36637
163.44	0.32442
163.44	1.3934
163.44	0.32442
204.58	0.033314
204.58	0.018927
204.58	0.002206
85.881	0.002206
85.881	0.018927
204.58	0.0062624
204.58	0.0038827
204.58	0.0062624
98.753	0.0062624
252.27	0.025436
204.58	1.1885
74.202	0.1624
63.656	0.033314
98.753	1.3934
98.753	0.57101
45.716	0.0094749
163.44	0.018927
252.27	0.09811
145.16	0.13852
183.22	0.11714
85.881	0.081296
183.22	0.053732
63.656	0.57101
337.22	5.157
337.22	4.8993
337.22	0.57101
63.656	0.57101
45.716	0.57101
16.444	0.57101
112.88	1.3934
204.58	0.1624
128.33	0.018927
128.33	23.883
98.753	1.3934
145.16	7.9021
369.37	1.3934
227.57	147.81
204.58	0.32442
204.58	4.8993
16.444	1.7437
128.33	2.7835
183.22	20.371
128.33	32.096
128.33	0.1624
320.57	17.28
158.38	0.74088
82.174	40.96
734.49	21.97
320.57	10
174.55	0.15625
734.49	63.316
174.55	0.27
174.55	0.04096
158.38	17.28
498.58	1.25
320.57	27.44
734.49	58.32
320.57	10
780.06	33.75
35.865	10
92.582	0.27
374.01	17.28
41.844	10
780.06	33.75
92.582	0.79507
250.57	3.43
374.01	10
129.16	15.209
498.58	2.16
174.55	0.35937
402.88	63.316
320.57	10
498.58	23
734.49	23.526
320.57	13.31
320.57	10
158.38	10
734.49	13.31
174.55	0.35937
320.57	10
158.38	1.25
402.88	35.816
174.55	33.75
7.1389	1.25
734.49	24.604
191.82	0.54872
191.82	0.35937
158.38	0.21952
346.59	17.28
174.55	27.44
734.49	44.921
191.82	0.46656
174.55	2.3833
320.57	17.28
346.59	7.29
346.59	13.31
250.57	40.96
158.38	33.75
465.12	27.44
158.38	33.75
402.88	24.604
498.58	40.96
295.93	428.75
210.22	0.01331
210.22	17.28
210.22	49.13
465.12	33.75
63.81	10
129.16	33.75
210.22	40.96
402.88	0.10648
158.38	33.75
346.59	10
129.16	33.75
250.57	0.06859
272.61	33.75
229.79	37.239
570.35	121.67
116.04	1.9511
116.04	10
174.55	10
402.88	24.604
465.12	49.13
158.38	10
402.88	19.531
21.46	13.31
250.57	0.08
374.01	10
41.844	13.31
129.16	15.209
570.35	80
272.61	27.44
250.57	4.2188
402.88	27.44
174.55	33.75
41.844	13.31
402.88	27.44
374.01	10
780.06	33.75
143.26	21.97
433.24	58.32
191.82	49.13
72.595	33.75
55.78	33.75
55.78	14.049
498.58	40.96
55.78	21.97
498.58	40.96
374.01	17.28
374.01	196.83
272.61	24.061
374.01	58.32
272.61	17.28
374.01	58.32
320.57	11.576
1.9824	0.64
608.75	80
1094.7	150.69
9.1935	3.43
250.57	40.96
295.93	33.75
41.844	1.6638
533.64	156.25
374.01	15.609
876.93	11.576
374.01	20.972
374.01	82.424
191.82	51.777
320.57	33.75
346.59	21.97
498.58	2.3833
250.57	40.96
1280.5	121.67
648.88	66.447
41.844	3.43
41.844	0.64
143.26	27.44
41.844	7.7869
402.88	80
210.22	40.96
433.24	80
41.844	1.1059
55.78	1.25
690.78	327.68
346.59	10
402.88	7.29
402.88	106.48
346.59	13.31
346.59	10
272.61	0.12167
402.88	7.29
295.93	27.44
229.79	21.97
498.58	40.96
210.22	2.16
690.78	201.24
1094.7	88.697
191.82	5.12
498.58	40.96
129.16	7.29
690.78	19.531
498.58	26.281
229.79	20.484
374.01	15.609
876.93	60.286
690.78	13.31
295.93	33.75
346.59	14.049
129.16	10
295.93	17.28
320.57	17.28
498.58	23
295.93	15.209
21.46	10
374.01	40.96
82.174	49.13
210.22	40.96
210.22	40.96
92.582	13.31
210.22	49.13
210.22	7.29
210.22	40.96
210.22	40.96
780.06	121.67
103.86	3.43
229.79	17.28
116.04	0.64
174.55	68.59
402.88	33.75
402.88	33.75
734.49	23.526
402.88	33.75
210.22	106.48
320.57	121.67
498.58	20.004
250.57	40.96
320.57	6.1413
402.88	40.96
210.22	40.96
498.58	10
402.88	11.576
734.49	24.604
191.82	10
174.55	0.27
433.24	61.285
346.59	33.75
533.64	156.25
320.57	1.4061
734.49	27.44
734.49	27.44
158.38	49.13
648.88	20.004
174.55	0.17576
174.55	0.24389
250.57	92.61
174.55	0.08
158.38	17.28
229.79	92.61
295.93	15.209
92.582	13.31
320.57	10
320.57	15.209
734.49	17.28
320.57	10
734.49	18.158
734.49	20.972
210.22	6.8147
320.57	13.31
498.58	27.44
320.57	10
320.57	15.209
295.93	19.531
402.88	19.066
320.57	5.12
498.58	92.61
690.78	359.37
295.93	2.16
41.844	13.31
7.1389	0.24389
143.26	0.01728
608.75	219.52
158.38	0.15625
