predator_mass	prey_mass
1305.9	21.97
638.45	5.927
1769.6	10
482.13	27.44
638.45	156.25
3661.7	10
4897.3	3.43
1237.6	77.624
3007.9	175.76
2656.3	53.594
1047.3	10
2887.4	219.52
1604.4	40.96
482.13	10
1108.4	10
5425.1	10
3524	138.24
2656.3	10
2770.2	158.13
4096.8	156.25
447.56	7.7869
2545.5	49.13
2770.2	40.96
1525.8	0.97336
1237.6	33.75
1945.9	138.24
3524	10
6186.8	270
6803.3	33.75
638.45	7.29
1769.6	13.31
1945.9	3.1443
3661.7	80
274.62	3.43
1237.6	7.29
988.62	37.964
1237.6	1.1765
1769.6	106.48
2133.8	0.00216
1305.9	21.97
5425.1	49.13
6803.3	21.97
299.57	1.25
12320	121.67
1685.6	156.25
1305.9	40.96
15774	219.52
2770.2	121.67
1769.6	33.75
9156.5	5.5137
4729.4	80
5425.1	49.13
1376.6	80
1604.4	106.48
775.94	33.75
877.93	19.531
3007.9	33.75
4565.5	40.96
3007.9	92.61
988.62	17.28
9156.5	6.8147
383.54	49.13
1525.8	7.29
3259	226.65
1376.6	27.44
3803.1	2.6214
482.13	13.31
5990	156.25
5609.2	10
932.17	17.28
4729.4	17.28
3389.7	175.76
5069.2	156.25
1449.9	40.96
97.192	0.91125
2133.8	0.04096
2232.1	80
2232.1	21.97
877.93	1.6638
2770.2	49.13
7236.6	219.52
188.81	27.44
3948.1	175.76
2545.5	68.59
1685.6	28.633
16925	740.88
1856.3	156.25
326.01	13.31
5245.1	196.83
5245.1	121.67
4249.2	92.61
2438	428.75
638.45	33.75
1376.6	270
3259	10
1237.6	5.12
1769.6	0.64
556.58	58.32
932.17	21.97
274.62	0.01
1376.6	0.27
3661.7	68.59
3007.9	10
1047.3	17.28
3131.8	3.2851
1685.6	58.32
5245.1	121.67
518.45	10
2232.1	17.28
6186.8	270
825.87	40.96
1685.6	49.13
3131.8	156.25
825.87	3.43
638.45	0.02197
5245.1	80
2438	92.61
825.87	7.29
728.09	0.64
3948.1	297.91
5609.2	21.467
5245.1	593.19
414.72	13.31
5245.1	270
2656.3	5.12
8400.6	795.07
1171.8	5.12
2333.5	40.96
5990	256.72
2133.8	27.44
2232.1	0.68921
2333.5	13.31
556.58	7.0497
7236.6	80
229	17.28
1108.4	69.679
4405.4	297.91
5797.5	68.59
414.72	17.716
7236.6	138.24
4405.4	593.19
1525.8	6.1413
1305.9	156.25
6803.3	327.68
7920.9	17.28
1604.4	106.48
7688.1	106.48
3661.7	17.28
5609.2	69.679
556.58	7.7869
1685.6	33.75
1449.9	19.531
3661.7	17.28
3389.7	40.96
6186.8	243.89
1108.4	21.97
877.93	7.29
3259	138.24
2887.4	40.96
3524	60.286
383.54	1.4888
5245.1	196.83
3131.8	4.5653
2656.3	17.28
3524	58.32
4565.5	138.24
877.93	1.25
2232.1	17.28
1604.4	5.12
1685.6	121.67
3803.1	343.28
5425.1	327.68
5425.1	175.76
4729.4	21.97
2232.1	40.96
3007.9	156.25
7460	219.52
4096.8	82.424
13975	270
1525.8	40.96
170.63	10
2770.2	33.75
5609.2	68.59
2232.1	297.91
414.72	0.27
7460	270
1525.8	49.13
3131.8	1.9511
932.17	0.27
4897.3	7.29
1171.8	106.48
556.58	5.12
1604.4	2.16
7236.6	106.48
1769.6	58.32
2333.5	21.97
1604.4	92.61
775.94	33.75
3131.8	37.239
2038.4	33.75
414.72	2.3833
775.94	27.44
482.13	0.08
2887.4	156.25
1769.6	175.76
2038.4	270
1376.6	3.43
13975	196.83
414.72	13.31
153.68	0.97336
1604.4	33.75
1376.6	58.32
1685.6	40.96
4405.4	7.29
988.62	160.03
2438	270
1945.9	80
18131	121.67
1604.4	40.96
988.62	6.1413
1525.8	27.44
9156.5	40.96
1449.9	80
326.01	2.16
4565.5	297.91
596.57	0.00343
5245.1	121.67
1047.3	17.28
1449.9	13.31
2333.5	40.96
1108.4	6.1413
3948.1	106.48
1305.9	17.28
1171.8	21.97
1856.3	0.08
6387.9	297.91
1171.8	7.29
682.27	186.1
1305.9	0.91125
1604.4	92.61
1685.6	3.43
1449.9	27.44
5069.2	156.25
8400.6	795.07
1237.6	68.59
5609.2	68.59
2333.5	21.97
251.11	17.28
5797.5	175.76
4096.8	219.52
1237.6	8.5738
4729.4	53.594
596.57	0.91125
1237.6	16.852
4897.3	5.12
5425.1	106.48
274.62	0.42875
1237.6	10.612
518.45	24.604
2887.4	92.61
596.57	0.01
1945.9	27.44
482.13	3.43
1047.3	63.316
2333.5	17.28
2333.5	49.13
556.58	5.12
1108.4	0.27
2232.1	49.13
877.93	0.64
2656.3	196.83
2333.5	138.24
5245.1	27.44
4249.2	49.13
7460	80
1685.6	92.61
2887.4	106.48
7460	82.424
7460	219.52
7460	80
1525.8	19.531
1525.8	68.59
170.63	0.27
1047.3	109.41
1171.8	21.97
2133.8	10
932.17	40.96
2038.4	0.01
4249.2	40.96
414.72	58.32
1449.9	11.91
7688.1	327.68
1525.8	0.85184
1604.4	31.765
775.94	21.97
3007.9	30.486
7460	106.48
825.87	4.2188
825.87	27.44
1685.6	0.27
482.13	2.16
1604.4	58.32
2333.5	50.884
4096.8	40.96
3524	270
3661.7	58.32
1525.8	10.927
596.57	0.15625
274.62	0.00729
1685.6	10
4897.3	21.97
6803.3	196.83
1108.4	106.48
3007.9	13.31
2038.4	99.384
2656.3	1.25
5069.2	10.927
2545.5	27.44
4249.2	121.67
4249.2	270
7017.6	21.97
2038.4	21.97
2133.8	17.28
2887.4	80
1376.6	126.49
383.54	13.31
85.685	5.12
1856.3	33.75
2887.4	63.316
596.57	0.01
3389.7	40.96
7017.6	13.31
518.45	1.8519
988.62	0.00125
2656.3	44.921
4096.8	121.67
3389.7	243.89
3524	124.87
5609.2	44.109
5609.2	156.25
596.57	1.0382
1376.6	21.97
2232.1	3.0076
3131.8	7.7869
1769.6	156.25
2545.5	80
3803.1	219.52
5609.2	20.484
18131	219.52
3948.1	121.67
3661.7	106.48
4897.3	3.43
596.57	1.6638
1376.6	58.32
7236.6	106.48
137.9	68.59
5425.1	106.48
4897.3	48.268
596.57	0.02197
988.62	2.7463
6387.9	58.32
6803.3	270
5069.2	156.25
208.25	156.25
7460	7.29
1604.4	4.5653
3131.8	15.209
1305.9	0.02744
1449.9	0.35937
7688.1	138.24
9418.3	1250
353.98	1.25
4249.2	58.32
2232.1	0.64
353.98	14.049
728.09	7.29
877.93	17.28
17321	3007.6
299.57	7.29
4565.5	219.52
1047.3	58.32
1237.6	10.303
6186.8	141.72
596.57	1.0382
1945.9	5.12
1171.8	17.28
2038.4	28.032
3131.8	86.151
2038.4	92.61
15774	40.96
1237.6	0.27
1108.4	32.418
9418.3	1488.8
7460	973.36
2545.5	68.59
877.93	1.4888
3131.8	1.3934
2656.3	2.0077
877.93	5.4237
2038.4	2.7835
1525.8	42.037
1525.8	102.58
4405.4	23.883
1305.9	4.8993
326.01	17.227
274.62	0.1624
274.62	0.32442
2656.3	102.58
274.62	0.92097
2656.3	67.801
2656.3	102.58
274.62	0.32442
326.01	2.0077
326.01	2.7835
988.62	42.037
326.01	83.975
1685.6	0.06655
414.72	32.096
518.45	17.227
518.45	0.018927
414.72	83.975
1047.3	4.8993
877.93	23.883
638.45	2.7835
109.7	4.8993
123.26	11.956
2333.5	23.883
2770.2	7.9021
482.13	67.801
556.58	275.39
251.11	1.621
482.13	4.8993
556.58	0.06655
414.72	0.00045253
988.62	0.11714
775.94	0.11714
556.58	0.06655
988.62	0.033314
482.13	2.7835
414.72	0.32442
414.72	1.3934
556.58	0.1624
556.58	3.7407
2333.5	7.9021
414.72	0.11714
414.72	0.0094749
1237.6	0.06655
9685.1	2.7835
251.11	4.8993
9685.1	11.956
9685.1	4.8993
229	0.21824
1171.8	2.7835
775.94	0.0038827
775.94	0.002206
775.94	0.00045253
414.72	0.0094749
775.94	0.018927
1604.4	0.018927
414.72	0.002206
775.94	2.7835
4096.8	0.06655
775.94	0.0011043
1449.9	0.0427
1685.6	0.018927
170.63	0.018927
1108.4	0.06655
775.94	0.002206
556.58	0.002206
1604.4	0.002206
251.11	0.018927
1685.6	0.1624
482.13	0.0062624
556.58	0.0038827
414.72	0.002206
3007.9	0.0038827
414.72	0.0062624
326.01	0.025436
383.54	0.018927
229	0.018927
229	0.018927
596.57	0.018927
414.72	0.002206
414.72	0.025436
1604.4	0.053732
556.58	0.00045253
556.58	0.002206
556.58	0.0062624
556.58	0.0038827
596.57	0.018927
596.57	0.018927
596.57	0.018927
1171.8	0.018927
4405.4	0.0062624
3259	1.3934
447.56	0.018927
3524	2.7835
3524	7.9021
3524	4.8993
988.62	0.57101
482.13	0.0062624
482.13	0.033314
4565.5	2.7835
932.17	0.06655
932.17	0.1624
988.62	0.1624
326.01	0.018927
556.58	0.018927
556.58	0.018927
482.13	0.1624
2133.8	1.621
2232.1	0.1624
11096	32.096
1047.3	0.1624
1769.6	0.1624
5245.1	2.0077
383.54	0.1624
5245.1	2.7835
556.58	0.1624
3524	17.227
825.87	0.1624
7017.6	2.7835
7017.6	2.7835
7017.6	4.8993
1604.4	4.8993
65.501	0.018927
7017.6	11.956
2438	0.46103
2545.5	0.32442
3131.8	2.0077
3131.8	1.3934
5797.5	1.3934
7017.6	4.8993
3131.8	0.92097
4405.4	0.2505
65.501	0.018927
7017.6	1.3934
932.17	0.57101
556.58	0.1624
7017.6	1.3934
1769.6	0.06655
7017.6	0.1624
5990	6.2797
728.09	0.0427
1604.4	0.57101
65.501	0.018927
7017.6	2.0077
877.93	0.57101
5990	2.7835
556.58	0.1624
12320	2.7835
877.93	0.06655
1769.6	0.57101
877.93	0.06655
4096.8	1.3934
482.13	0.1624
1604.4	2.7835
482.13	0.1624
877.93	0.1624
326.01	0.018927
556.58	0.018927
1604.4	0.57101
1856.3	0.57101
1047.3	0.1624
2232.1	4.8993
2232.1	0.1624
447.56	0.1624
2133.8	0.1624
4405.4	0.1624
1769.6	2.0077
2133.8	0.11714
1525.8	1.3934
1945.9	2.7835
1945.9	2.7835
1525.8	0.1624
518.45	0.002206
2133.8	0.1624
1376.6	1.3934
4405.4	2.0077
12320	11.956
4096.8	1.3934
4405.4	0.92097
1604.4	1.3934
932.17	0.92097
1604.4	2.7835
1604.4	4.8993
3661.7	11.956
3661.7	11.956
3259	1.3934
3661.7	11.956
12320	0.1624
4405.4	0.92097
3131.8	0.57101
326.01	0.013652
556.58	0.1624
4405.4	42.037
1685.6	1.3934
326.01	0.025436
326.01	0.018927
682.27	0.32442
1305.9	0.1624
1305.9	0.018927
1108.4	0.033314
3131.8	0.033314
1305.9	0.57101
1305.9	0.018927
1305.9	15.507
170.63	0.1624
1449.9	9.3881
5245.1	23.883
482.13	0.92097
229	4.8993
299.57	3.7407
188.81	0.21824
188.81	0.18893
518.45	7.9021
5245.1	0.51403
2232.1	7.9021
5245.1	0.76737
5245.1	0.92097
3131.8	1.3934
2887.4	1.3934
3007.9	1.3934
2887.4	7.9021
414.72	7.2227
2333.5	2.0077
6186.8	4.8993
1856.3	0.57101
6186.8	14.428
2887.4	1.3934
2887.4	2.7835
2887.4	1.3934
1525.8	0.1624
1525.8	1.3934
5990	7.9021
2887.4	0.57101
2887.4	1.3934
5990	0.57101
5990	2.7835
3524	4.8993
3948.1	0.32442
15037	32.096
5990	2.7835
2887.4	0.57101
4565.5	0.36637
4249.2	0.1624
1305.9	0.033314
1604.4	14.961
1604.4	0.32442
4565.5	5.9849
4249.2	0.57101
4249.2	1.3934
4249.2	0.57101
1305.9	0.018927
2656.3	4.8993
1305.9	0.0427
2133.8	0.92097
2133.8	0.92097
2038.4	0.46103
1449.9	0.36637
1449.9	0.0094749
1856.3	0.1624
4249.2	0.1624
988.62	0.09811
1305.9	0.06655
2038.4	1.3934
2038.4	0.92097
1449.9	0.57101
2438	6.2797
2438	7.9021
2232.1	0.1624
2232.1	0.57101
2232.1	2.7835
638.45	0.06655
596.57	0.0094749
2438	3.7407
1376.6	0.57101
1376.6	0.57101
1376.6	0.57101
5245.1	4.8993
5245.1	6.2797
2333.5	1.3934
2232.1	0.57101
2232.1	1.3934
1376.6	0.32442
5245.1	4.8993
3389.7	8.6234
1449.9	0.1624
1449.9	0.1624
3389.7	6.2797
2333.5	0.2505
2333.5	0.21824
4729.4	2.7835
1769.6	2.4526
1449.9	2.7835
1449.9	0.06655
877.93	0.1624
4565.5	4.8993
1449.9	0.32442
877.93	0.06655
877.93	0.1624
1449.9	0.018927
1376.6	1.3934
877.93	0.1624
482.13	0.57101
1376.6	1.3934
447.56	0.1624
447.56	0.57101
596.57	2.7835
1449.9	1.3934
1449.9	0.92097
877.93	2.4526
4405.4	0.51403
2232.1	2.7835
1945.9	53.88
1685.6	0.57101
1685.6	1.0942
775.94	0.0038827
1945.9	1.3934
1945.9	2.7835
1685.6	1.3934
1685.6	2.7835
775.94	0.21824
775.94	0.06655
4405.4	0.92097
775.94	0.41186
728.09	0.1624
2333.5	0.013652
2333.5	0.1624
682.27	0.21824
682.27	0.21824
4405.4	2.1493
2887.4	1.3934
988.62	2.0077
2887.4	1.3934
153.68	0.081296
1376.6	0.57101
4405.4	2.7835
153.68	0.053732
1376.6	1.3934
638.45	0.57101
2333.5	0.025436
2333.5	0.033314
638.45	1.3934
1945.9	0.57101
2333.5	0.1624
2333.5	0.1624
1856.3	2.7835
1685.6	0.57101
1685.6	0.1624
1856.3	0.57101
2333.5	0.09811
2333.5	0.0094749
1856.3	1.3934
2133.8	1.3934
482.13	0.1624
4729.4	0.57101
1945.9	2.7835
1305.9	0.018927
4249.2	11.956
5990	1.3934
5990	2.7835
2038.4	4.8993
9685.1	2.7835
6803.3	9.7871
5990	7.9021
2232.1	0.51403
1945.9	4.8993
3007.9	1.3934
638.45	0.13852
2887.4	7.9021
2887.4	0.57101
2887.4	4.8993
1856.3	2.7835
7017.6	75.595
7017.6	83.975
2770.2	2.7835
3007.9	1.3934
414.72	0.57101
4405.4	6.2797
5245.1	7.9021
6593.4	4.8993
6593.4	17.227
6593.4	11.956
3131.8	7.9021
2770.2	4.8993
5245.1	11.956
1685.6	0.69753
4405.4	4.8993
2770.2	1.3934
9685.1	2.7835
2770.2	4.8993
9685.1	2.7835
4096.8	5.4237
1108.4	4.8993
1685.6	0.57101
9685.1	32.096
1856.3	1.621
251.11	0.32442
4405.4	4.8993
16151	42.037
6803.3	2.7835
556.58	0.28584
1108.4	0.06655
2232.1	1.5043
6803.3	3.3348
6593.4	7.9021
414.72	0.1624
728.09	0.18893
728.09	0.21824
2770.2	2.7835
1376.6	0.28584
1856.3	0.018927
1856.3	0.018927
482.13	0.1624
482.13	0.1624
2232.1	0.51403
2038.4	2.7835
775.94	0.053732
825.87	0.018927
775.94	0.033314
775.94	0.09811
8158.4	2.7835
414.72	0.002206
1108.4	0.018927
3007.9	1.3934
4729.4	4.8993
4565.5	2.0077
682.27	0.21824
932.17	0.2505
4565.5	4.8993
775.94	0.51403
775.94	0.11714
775.94	0.0427
682.27	2.9598
682.27	0.28584
988.62	0.51403
556.58	0.36637
825.87	0.018927
638.45	0.025436
988.62	0.63213
825.87	0.018927
2232.1	0.92097
2232.1	0.69753
825.87	0.1624
825.87	0.018927
482.13	0.018927
825.87	0.018927
556.58	0.1624
482.13	0.1624
825.87	0.018927
7460	2.7835
3389.7	2.7835
988.62	0.28584
988.62	0.1624
1604.4	0.32442
932.17	0.18893
1305.9	1.3934
414.72	0.018927
728.09	0.51403
988.62	0.28584
988.62	0.32442
932.17	0.13852
414.72	0.002206
1856.3	0.00045253
2232.1	0.13852
1856.3	0.0011043
1856.3	0.0011043
4729.4	11.956
1856.3	0.0062624
2232.1	1.3934
16151	2.7835
1856.3	0.00045253
728.09	0.51403
5990	4.8993
988.62	0.21824
16151	3.7407
5245.1	4.8993
1237.6	2.7835
988.62	0.28584
8899.6	23.883
1525.8	0.1624
3007.9	4.8993
1525.8	0.32442
1604.4	0.1624
5245.1	1.621
1604.4	0.013652
1525.8	0.1624
1604.4	0.018927
1525.8	0.06655
1525.8	0.1624
3259	2.7835
3259	2.7835
3524	1.3934
4096.8	0.8418
4096.8	0.21824
4897.3	2.7835
1237.6	1.3934
877.93	0.06655
4897.3	2.7835
4096.8	1.5043
2545.5	2.7835
2545.5	2.7835
4096.8	1.5043
4096.8	0.18893
4096.8	1.5043
7688.1	27.784
3259	4.8993
3948.1	2.7835
4897.3	4.8993
825.87	0.18893
1525.8	0.8418
825.87	0.06655
825.87	0.32442
2545.5	1.3934
877.93	0.033314
1237.6	2.0077
2545.5	2.7835
4897.3	2.7835
2038.4	4.8993
2545.5	2.7835
1604.4	0.09811
2656.3	0.1624
2656.3	0.1624
4249.2	8.6234
3948.1	3.9557
4249.2	6.8984
4249.2	2.2976
3948.1	1.3934
4249.2	0.76737
3948.1	4.8993
3948.1	6.8984
3948.1	2.9598
3259	4.8993
1525.8	0.69753
208.25	0.06655
638.45	0.57101
825.87	0.018927
825.87	0.018927
825.87	1.621
1945.9	2.7835
1604.4	17.227
1604.4	0.018927
1525.8	0.18893
10516	11.956
1525.8	0.21824
1449.9	0.32442
1449.9	0.018927
1604.4	1.3934
326.01	0.081296
1604.4	1.3934
1604.4	1.3934
1604.4	0.92097
1525.8	0.57101
4249.2	2.6145
4249.2	3.1435
4249.2	4.6505
3948.1	17.227
4249.2	3.9557
10516	11.956
10516	7.9021
10516	4.8993
2656.3	1.3934
10516	7.9021
1525.8	0.033314
4897.3	1.3934
4897.3	1.3934
4897.3	1.3934
728.09	0.32442
1449.9	4.8993
4565.5	3.7407
2333.5	7.9021
2656.3	4.8993
1376.6	1.3934
2038.4	2.7835
4897.3	83.975
4897.3	2.7835
4897.3	4.8993
2133.8	0.57101
2133.8	0.28584
2887.4	2.7835
4897.3	4.6505
4897.3	4.4104
2887.4	4.8993
4405.4	17.227
3259	2.7835
3131.8	0.92097
3259	4.8993
3259	0.92097
4249.2	9.7871
4565.5	0.92097
3259	0.57101
2656.3	2.7835
2656.3	1.3934
2656.3	4.8993
1525.8	4.8993
3524	3.7407
988.62	1.1885
3803.1	0.92097
3524	4.4104
1685.6	1.3934
3524	2.7835
4897.3	5.6996
3803.1	0.92097
4405.4	2.0077
3259	0.57101
3259	0.57101
4405.4	1.1885
3803.1	1.3934
3803.1	0.69753
4405.4	0.57101
1047.3	0.11714
3259	0.92097
3259	1.3934
2333.5	0.053732
1449.9	2.7835
4565.5	2.0077
353.98	0.1624
4565.5	0.57101
5609.2	5.4237
3524	5.6996
1685.6	0.92097
153.68	1.3934
4565.5	1.3934
326.01	0.1624
3259	2.7835
1685.6	0.32442
3803.1	0.63213
414.72	0.06655
825.87	0.033314
2545.5	2.7835
2545.5	2.7835
3259	7.9021
1525.8	1.3934
1525.8	0.57101
3131.8	0.92097
1525.8	2.0077
1525.8	0.033314
2545.5	4.8993
556.58	0.11714
1856.3	0.57101
1525.8	1.3934
1305.9	0.8418
1305.9	0.033314
11096	23.883
2232.1	4.8993
2656.3	1.3934
638.45	0.28584
1856.3	0.32442
638.45	0.0062624
825.87	0.025436
3259	2.7835
638.45	0.018927
3803.1	2.9598
3259	2.7835
4897.3	0.57101
1525.8	0.1624
1525.8	0.32442
1525.8	0.033314
728.09	0.033314
1525.8	0.1624
1525.8	0.06655
1525.8	0.57101
1525.8	0.1624
4405.4	2.7835
825.87	0.053732
326.01	0.0427
10516	17.227
2038.4	3.7407
728.09	0.018927
3131.8	3.7407
728.09	0.1624
1525.8	0.1624
825.87	0.018927
3007.9	3.5338
4897.3	0.018927
825.87	0.018927
4249.2	7.5572
825.87	0.018927
3803.1	1.3934
3803.1	2.7835
1685.6	0.1624
4249.2	6.2797
4565.5	1.3934
4565.5	0.76737
4096.8	0.46103
728.09	0.1624
137.9	0.36637
2133.8	0.57101
3661.7	0.32442
3661.7	0.1624
3661.7	0.32442
383.54	0.0001287
1685.6	0.57101
1769.6	0.32442
1047.3	1.3934
3803.1	0.46103
482.13	1.5043
988.62	0.1624
988.62	0.1624
556.58	0.57101
56.739	0.0094749
3131.8	0.1624
932.17	0.1624
3131.8	0.32442
638.45	0.57101
877.93	1.8726
1047.3	0.21824
1047.3	0.21824
1604.4	0.06655
2656.3	0.018927
1604.4	0.053732
1047.3	0.033314
1604.4	0.13852
1305.9	0.06655
1604.4	0.11714
229	0.018927
2656.3	0.018927
1047.3	0.11714
1604.4	0.0427
1604.4	0.081296
1047.3	0.053732
1604.4	0.09811
1604.4	0.025436
1047.3	0.053732
1604.4	0.033314
1604.4	0.018927
1376.6	0.0427
1376.6	0.018927
988.62	0.081296
482.13	0.018927
932.17	0.018927
1685.6	0.1624
1685.6	0.018927
1945.9	0.11714
932.17	0.025436
1685.6	0.018927
447.56	0.1624
1108.4	0.018927
775.94	0.025436
1525.8	2.7835
1525.8	0.013652
1525.8	0.06655
638.45	0.1624
1376.6	123.8
775.94	0.57101
208.25	8.2574
825.87	1.2882
2333.5	2.0077
988.62	0.081296
383.54	9.0003
728.09	0.32442
728.09	0.32442
2333.5	1.3934
383.54	9.3881
447.56	1.3934
353.98	4.4104
447.56	1.3934
447.56	2.7835
2770.2	7.9021
3661.7	4.8993
353.98	8.2574
447.56	1.3934
2133.8	11.956
596.57	7.9021
596.57	7.9021
3131.8	0.92097
988.62	0.57101
2887.4	8.2574
251.11	0.1624
1769.6	2.7835
2887.4	1.3934
596.57	2.7835
2887.4	1.3934
251.11	0.36637
596.57	2.7835
2656.3	1.3934
251.11	23.883
2656.3	0.92097
2656.3	7.9021
2133.8	11.956
153.68	7.9021
2038.4	11.956
153.68	0.0062624
1604.4	4.8993
988.62	0.0427
2333.5	4.8993
251.11	1.5043
2887.4	14.428
1769.6	17.227
2887.4	7.9021
2887.4	1.7437
2887.4	7.9021
596.57	0.018927
153.68	0.0062624
596.57	2.2976
251.11	4.1789
988.62	6.2797
932.17	4.8993
326.01	42.037
1525.8	14.428
109.7	32.096
1685.6	83.975
1604.4	32.096
1685.6	67.801
1685.6	42.037
2887.4	4.8993
3007.9	32.096
3007.9	83.975
3007.9	32.096
1171.8	4.8993
1604.4	67.801
1685.6	32.096
2133.8	23.883
3661.7	0.0427
1604.4	23.883
3007.9	7.9021
3007.9	17.227
3661.7	17.227
3661.7	7.9021
1685.6	7.9021
1604.4	7.9021
1685.6	11.956
1685.6	2.7835
1685.6	4.8993
3389.7	2.7835
2133.8	0.018927
2133.8	0.018927
2133.8	0.018927
3007.9	0.025436
2133.8	0.018927
2133.8	0.018927
2133.8	0.018927
2656.3	0.06655
682.27	0.1624
682.27	0.053732
2133.8	0.018927
596.57	0.0427
2133.8	0.018927
2133.8	0.018927
2133.8	0.018927
3661.7	0.06655
3661.7	0.018927
1449.9	0.002206
1449.9	0.00045253
123.26	0.8418
1449.9	0.002206
1449.9	0.06655
1449.9	0.002206
1449.9	0.1624
1305.9	1.3934
775.94	1.5043
1525.8	1.005
2232.1	1.005
75.136	0.69753
1305.9	0.92097
877.93	0.1624
638.45	1.1885
2038.4	17.227
2038.4	11.956
988.62	2.7835
877.93	0.018927
3259	1.3934
1604.4	0.1624
3803.1	0.92097
3803.1	4.8993
1108.4	0.1624
229	0.018927
775.94	0.06655
2438	7.9021
6803.3	204.92
5069.2	123.8
3259	102.58
3259	53.88
1305.9	4.8993
2038.4	147.81
251.11	2.0077
1171.8	6.2797
10516	1.3934
10516	4.8993
3007.9	23.883
10516	4.8993
170.63	2.0077
1376.6	0.1624
3007.9	174.79
3661.7	145.27
1108.4	102.58
1604.4	147.81
447.56	23.883
3007.9	23.883
988.62	42.037
5425.1	316.09
5425.1	519.7
5425.1	32.096
1685.6	0.018927
153.68	0.57101
988.62	0.92097
251.11	0.1624
414.72	0.69753
1685.6	0.018927
447.56	1.621
638.45	0.1624
5245.1	0.57101
5245.1	0.57101
3259	0.57101
2333.5	0.018927
1376.6	0.018927
3661.7	32.096
2887.4	0.018927
1108.4	0.0038827
208.25	1.3934
877.93	23.883
3524	7.9021
3524	2.7835
1305.9	7.9021
5838.1	49.13
5838.1	24.604
2631.1	40.96
4352.7	13.31
3363.5	167.77
5838.1	44.921
5838.1	27.44
1636.1	0.64
5838.1	49.13
113.04	80
2443.2	0.64
524.46	68.59
3837	156.25
2536	0.64
4352.7	80
5838.1	53.594
3142	10
2178.4	40.96
4219.7	33.75
125.42	0.27
5838.1	44.921
3837	0.05832
2631.1	0.15625
5838.1	49.13
3837	186.1
3363.5	219.52
2443.2	17.28
1370.7	0.32768
3837	21.97
1370.7	1.7562
3035	106.48
4089.5	219.52
2536	1.25
2930.4	106.48
5838.1	33.75
138.68	0.42875
5838.1	30.486
125.42	0.27
1370.7	1.25
2828.3	33.75
2178.4	2.16
3478	13.31
5517.7	27.44
3837	0.27
2828.3	219.52
2828.3	27.44
1780.6	0.32768
3142	640
3142	973.36
3837	156.25
2828.3	27.44
3251.5	156.25
5362	33.75
1191.6	1.25
1434.2	1.25
492.09	3.43
1566.8	27.44
3478	17.28
668.07	0.91125
2828.3	175.76
881.4	1.25
3478	10
3478	27.44
2178.4	0.08
3251.5	49.13
1370.7	1.4061
2828.3	33.75
1191.6	80
881.4	106.48
5362	21.97
2828.3	49.13
1370.7	1.25
2536	49.13
3363.5	92.61
1370.7	1.0382
5362	21.97
5517.7	27.44
2930.4	58.32
1370.7	0.13824
1370.7	1.1059
1780.6	0.39304
1370.7	1.1765
1370.7	0.46656
2728.5	49.13
5059.3	40.96
3035	0.27
3251.5	27.44
2631.1	13.31
3363.5	243.89
2631.1	13.31
5362	33.75
4626.9	14.049
593.39	2.16
301.73	21.97
301.73	17.28
301.73	17.28
1191.6	175.76
301.73	21.97
2264.4	21.97
3251.5	58.32
2536	92.61
3251.5	26.281
375.82	21.97
200.94	27.44
4352.7	58.32
593.39	1.25
3595.1	17.28
2728.5	13.31
375.82	40.96
2264.4	49.13
375.82	49.13
791.36	33.75
2828.3	0.08
375.82	21.97
2264.4	53.594
183.93	1.6638
375.82	21.97
3595.1	13.31
301.73	13.31
238.02	10
2631.1	17.28
2264.4	37.239
2264.4	63.316
3251.5	68.59
4219.7	33.75
1249.5	17.28
301.73	33.75
835.57	1.25
593.39	2.16
593.39	1.25
1135.6	1.25
1933.4	42.515
2352.7	33.75
3251.5	58.32
524.46	1.25
2352.7	49.13
4352.7	40.96
1135.6	1.25
238.02	0.64
2352.7	58.32
593.39	0.64
707.63	2.16
524.46	27.44
4089.5	196.83
2012.9	17.28
3251.5	40.96
835.57	2.16
301.73	17.28
375.82	8.5738
152.83	2.16
2728.5	27.44
3363.5	165.81
2264.4	19.531
835.57	0.64
593.39	0.27
3478	40.96
593.39	1.25
3251.5	49.13
593.39	0.64
2012.9	68.59
2178.4	40.96
835.57	1.25
5059.3	27.44
3961.9	21.97
4219.7	58.32
593.39	1.25
238.02	2.16
238.02	1.25
325.23	0.64
349.92	1.6638
4352.7	40.96
238.02	1.6638
4219.7	175.76
238.02	1.8519
325.23	0.79507
349.92	1.6638
349.92	1.9511
461.06	27.44
325.23	0.85184
1707.3	80
2012.9	138.24
4352.7	58.32
325.23	0.91125
238.02	2.16
349.92	2.16
113.04	0.64
4352.7	21.97
1856	1.25
101.49	1.25
4352.7	58.32
1370.7	13.31
113.04	0.64
1856	3.43
113.04	1.25
4352.7	33.75
101.49	1.25
1933.4	11.576
4768.2	10
113.04	1.25
238.02	8.5738
558.22	32.418
558.22	33.079
2930.4	199.03
558.22	35.118
558.22	36.523
668.07	21.97
301.73	26.281
630	25.155
301.73	21.97
630	42.515
558.22	24.604
1499.5	33.75
1249.5	13.31
558.22	21.97
1707.3	1.25
1707.3	40.96
1707.3	42.515
558.22	24.604
558.22	26.856
1707.3	49.13
1707.3	21.97
1028.8	13.31
558.22	18.158
558.22	24.604
5059.3	163.87
748.72	0.64
2930.4	248.97
1707.3	33.75
