"" "" "pL" "pCooc"
"15626" "SP183" "SP191" "0.0403404963379563" NA
"15627" "SP184" "SP191" "0.033603699544344" NA
"15628" "SP185" "SP191" "0.00730219424333766" NA
"15629" "SP186" "SP191" "5.83275393430175e-05" NA
"15630" "SP187" "SP191" "0.0403404963379563" NA
"15631" "SP188" "SP191" "0.0177169039411988" NA
"15632" "SP189" "SP191" "0.0520668361570908" NA
"15633" "SP190" "SP191" "0.033603699544344" NA
"15634" "SP191" "SP191" "0.00730219424333766" NA
"15635" "SP192" "SP191" "0.00530610237096697" NA
"15636" "SP193" "SP191" "0.00277090208460984" NA
"15637" "SP194" "SP191" "0.00360908359005793" NA
"15638" "SP195" "SP191" "0.132422581164343" NA
"15639" "SP196" "SP191" "0.0282780196480072" NA
"15640" "SP197" "SP191" "0.109333905394296" NA
"15641" "SP198" "SP191" "0.0134166036930677" NA
"15642" "SP199" "SP191" "0.0936892714511865" NA
"15643" "SP200" "SP191" "0.0510147367756744" NA
"15644" "SP201" "SP191" "0.0205514680590131" NA
"15645" "SP202" "SP191" "0.0603086282294825" NA
"15646" "SP203" "SP191" "0.033603699544344" NA
"15647" "SP204" "SP191" "0.0720157103214018" NA
"15648" "SP205" "SP191" "0.0629810135382144" NA
"15649" "SP206" "SP191" "0.0828809763287675" NA
"15650" "SP207" "SP191" "0.106492678443209" NA
"15651" "SP208" "SP191" "0.0403404963379563" NA
"15652" "SP209" "SP191" "0.0480236505377492" NA
"15653" "SP210" "SP191" "0.0313265895141165" NA
"15654" "SP211" "SP191" "0.0077241951622461" NA
"15655" "SP212" "SP191" "0.00351186330232499" NA
"15656" "SP213" "SP191" "0.000767173888150967" NA
"15657" "SP214" "SP191" "0.0177169039411988" NA
"15658" "SP215" "SP191" "0.024011001100006" NA
"15659" "SP216" "SP191" "0.00817817813170977" NA
"15660" "SP217" "SP191" "0.00654346067182111" NA
"15661" "SP218" "SP191" "0.112278880053395" NA
"15662" "SP219" "SP191" "1.84423270649615e-05" NA
"15663" "SP220" "SP191" "0.000767173888150967" NA
"15664" "SP224" "SP191" "0.0529294533921913" NA
"15665" "SP231" "SP191" "0.000337788025547202" NA
"15666" "SP232" "SP191" "0.000985663465511094" NA
"15667" "SP233" "SP191" "0.000606121425018746" NA
"15668" "SP234" "SP191" "2.98744434046626e-05" NA
"15669" "SP235" "SP191" "0.00329767348391776" NA
"15670" "SP236" "SP191" "0.0282780196480072" NA
"15671" "SP237" "SP191" "0.0282780196480072" NA
"15672" "SP238" "SP191" "0.0205514680590131" NA
"15673" "SP239" "SP191" "1.62674035255799e-05" NA
"15674" "SP241" "SP191" "2.98744434046626e-05" NA
"15675" "SP244" "SP191" "0.0282780196480072" NA
"15676" "SP251" "SP191" "1.75323195741455e-05" NA
"15677" "SP261" "SP191" "0.0282780196480072" NA
"15678" "SP262" "SP191" "0.0754123834053289" NA
"15679" "SP271" "SP191" "1.75323195741455e-05" NA
"15680" "SP280" "SP191" "0.0632569113738911" NA
"15681" "SP281" "SP191" "0.0643768393817313" NA
"15682" "SP282" "SP191" "0.0403404963379563" NA
"15683" "SP283" "SP191" "0.0603086282294825" NA
"15684" "SP284" "SP191" "0.112278880053395" NA
"15685" "SP291" "SP191" "0.010380598303789" NA
"15686" "SP301" "SP191" "0.000841195354073216" NA
"15687" "SP302" "SP191" "0.00112430092684742" NA
"15688" "SP304" "SP191" "5.98474759816589e-06" NA
"15689" "SP310" "SP191" "0.00113794909376148" NA
"15690" "SP311" "SP191" "0.00128839419902152" NA
"15691" "SP312" "SP191" "0.00329767348391776" NA
"15692" "SP313" "SP191" "0.00159563567715484" NA
"15693" "SP314" "SP191" "0.00148385128191469" NA
"15694" "SP315" "SP191" "0.00654346067182111" NA
"15695" "SP316" "SP191" "0.000291927609074072" NA
"15696" "SP317" "SP191" "9.13477486017865e-05" NA
"15697" "SP318" "SP191" "0.000680718781752204" NA
"15698" "SP319" "SP191" "0.000867844997173958" NA
"15699" "SP320" "SP191" "0.00350232596074689" NA
"15700" "SP323" "SP191" "0.00329767348391776" NA
"15701" "SP324" "SP191" "0.0205514680590131" NA
"15702" "SP331" "SP191" "0.00081556438737682" NA
"15703" "SP332" "SP191" "0.000211616606355722" NA
"15704" "SP333" "SP191" NA NA
"15705" "SP334" "SP191" "6.44319105984706e-05" NA
"15706" "SP335" "SP191" "0.0688214237471501" NA
"15707" "SP336" "SP191" "0.0153723797815863" NA
"15708" "SP337" "SP191" "0.080923634190008" NA
"15709" "SP338" "SP191" "0.0913816012258784" NA
"15710" "SP339" "SP191" "0.0688214237471501" NA
"15711" "SP340" "SP191" "0.20326401786671" NA
"15712" "SP341" "SP191" "0.0913816012258784" NA
"15713" "SP342" "SP191" "0.0134166036930677" NA
"15714" "SP343" "SP191" "0.0913816012258784" NA
"15715" "SP344" "SP191" "0.0403404963379563" NA
"15716" "SP345" "SP191" "0.0790280412758792" NA
"15717" "SP346" "SP191" "0.0403404963379563" NA
"15718" "SP347" "SP191" "0.000112088371545546" NA
"15719" "SP350" "SP191" "0.00588319460022124" NA
"15720" "SP361" "SP191" "0.0282780196480072" NA
"15721" "SP366" "SP191" "0.00613653241268416" NA
"15722" "SP367" "SP191" "0.0367684851520668" NA
"15723" "SP371" "SP191" "9.82942426680734e-05" NA
"15724" "SP380" "SP191" "0.00607190432873936" NA
"15725" "SP381" "SP191" "0.0205514680590131" NA
"15726" "SP382" "SP191" "0.0330144364140743" NA
"15727" "SP383" "SP191" "0.0264600887326381" NA
"15728" "SP384" "SP191" "0.00730219424333766" NA
"15729" "SP387" "SP191" "0.000459815422284799" NA
"15730" "SP391" "SP191" "0.000436057531387297" NA
"15731" "SP396" "SP191" "0.000459815422284799" NA
"15732" "SP461" "SP191" "0.000128346706643584" NA
"15733" "SP471" "SP191" "0.00128839419902152" NA
"15734" "SP472" "SP191" "0.0013528882013038" NA
"15735" "SP481" "SP191" "0.00107314294705502" NA
"15736" "SP482" "SP191" "0.000606121425018746" NA
"15737" "SP630" "SP191" "0.0754123834053289" NA
"15738" "SP631" "SP191" "6.89398935525806e-05" NA
"15739" "SP632" "SP191" "2.04410654682886e-05" NA
"15740" "SP633" "SP191" "3.9998105890417e-05" NA
"15741" "SP634" "SP191" "0.0282780196480072" NA
"15742" "SP702" "SP191" "0.00153846211504502" NA
"15743" "SP900" "SP191" NA NA
"15744" "SP999" "SP191" NA NA
"15745" "SP0" "SP192" NA "0"
"15746" "SP11" "SP192" "0.00448531232496254" NA
"15747" "SP12" "SP192" "0.0260445843598951" NA
"15748" "SP13" "SP192" "0.00334509590098885" NA
"15749" "SP14" "SP192" "0.000100560669839712" NA
"15750" "SP16" "SP192" "0.0035916384315022" NA
"15751" "SP21" "SP192" "1.0551444108018e-05" NA
"15752" "SP31" "SP192" "4.49936954945604e-06" "0.00138504155124654"
"15753" "SP41" "SP192" "1.55140572149666e-05" "0"
"15754" "SP42" "SP192" "4.54019585665757e-05" NA
"15755" "SP44" "SP192" "7.18901363204475e-05" NA
"15756" "SP51" "SP192" "0.000140222488827493" "0"
"15757" "SP61" "SP192" "0.00311975104458367" "0"
"15758" "SP62" "SP192" "0.000462092561796151" NA
"15759" "SP63" "SP192" "0.00112487180795324" "0"
"15760" "SP65" "SP192" "0.00311975104458367" NA
"15761" "SP66" "SP192" "0.00165653404898699" NA
"15762" "SP71" "SP192" "0.000462092561796151" NA
"15763" "SP72" "SP192" "0.000187924239370942" NA
"15764" "SP73" "SP192" "0.000144717085411586" NA
"15765" "SP74" "SP192" "0.000334761755874717" NA
"15766" "SP75" "SP192" "4.54019585665757e-05" "0"
"15767" "SP76" "SP192" "0.000100560669839712" "0"
"15768" "SP77" "SP192" "4.54019585665757e-05" NA
"15769" "SP78" "SP192" "5.82613998135151e-05" NA
"15770" "SP79" "SP192" "0.0001493910773135" NA
"15771" "SP80" "SP192" "0.000310030465459495" "0"
"15772" "SP81" "SP192" "4.54019585665757e-05" "0"
"15773" "SP82" "SP192" "0.000106625420733163" "0"
"15774" "SP83" "SP192" NA NA
"15775" "SP90" "SP192" "0.00207689410401985" "0"
"15776" "SP91" "SP192" "0.000187924239370942" "0.00138504155124654"
"15777" "SP92" "SP192" "0.00215984736239051" NA
"15778" "SP93" "SP192" "0.00112487180795324" "0.00277008310249307"
"15779" "SP94" "SP192" "0.00386187877104691" NA
"15780" "SP95" "SP192" "0.00920105536257345" NA
"15781" "SP96" "SP192" "0.00448531232496254" NA
"15782" "SP97" "SP192" "0.00334509590098885" NA
"15783" "SP98" "SP192" NA NA
"15784" "SP99" "SP192" "0.00415867650443674" NA
"15785" "SP100" "SP192" "0.00311975104458367" NA
"15786" "SP101" "SP192" "0.00801392351482694" NA
"15787" "SP102" "SP192" "0.00101400576738649" "0"
"15788" "SP106" "SP192" "0.00207689410401985" "0"
"15789" "SP111" "SP192" "0.000462092561796151" NA
"15790" "SP121" "SP192" "0.00428555078763059" "0"
"15791" "SP131" "SP192" "6.29656147303917e-05" "0.00277008310249307"
"15792" "SP132" "SP192" "2.1740196306514e-05" "0"
"15793" "SP133" "SP192" "0.00369673935632758" NA
"15794" "SP135" "SP192" "0.00019439016915689" NA
"15795" "SP141" "SP192" "0.039405097460044" "0"
"15796" "SP151" "SP192" "0.00147706984523666" NA
"15797" "SP152" "SP192" "0.00198091664851942" "0.00138504155124654"
"15798" "SP160" "SP192" "0.000462092561796151" "0"
"15799" "SP161" "SP192" "0.000719742366165283" "0"
"15800" "SP162" "SP192" "0.000791395583760614" "0.00138504155124654"
"15801" "SP163" "SP192" "0.000754502734594866" "0.00138504155124654"
"15802" "SP164" "SP192" "0.00291341163291486" NA
"15803" "SP165" "SP192" "0.000916548365236349" NA
"15804" "SP166" "SP192" "9.22392972404976e-05" NA
"15805" "SP167" "SP192" "0.00165653404898699" NA
"15806" "SP168" "SP192" "0.00050297450273982" "0"
"15807" "SP169" "SP192" "0.00156355012758269" NA
"15808" "SP170" "SP192" "0.000425277041844511" "0"
"15809" "SP171" "SP192" "0.000481992507964648" "0.00138504155124654"
"15810" "SP172" "SP192" "0.000392049837108465" NA
"15811" "SP173" "SP192" "0.000443208027230483" NA
"15812" "SP174" "SP192" "9.22392972404976e-05" NA
"15813" "SP175" "SP192" "0.00012773538701579" NA
"15814" "SP177" "SP192" "0.00053663502823287" "0"
"15815" "SP180" "SP192" "0.0129934032555827" "0.00138504155124654"
"15816" "SP181" "SP192" "0.00568503808822984" NA
"15817" "SP182" "SP192" "0.1130559312715" "0"
"15818" "SP183" "SP192" "0.0636568171294651" "0"
"15819" "SP184" "SP192" "0.0537798672423497" NA
"15820" "SP185" "SP192" "0.0130069492572322" "0"
"15821" "SP186" "SP192" "0.000135899105327205" "0"
"15822" "SP187" "SP192" "0.0636568171294651" NA
"15823" "SP188" "SP192" "0.0297189381720693" NA
"15824" "SP189" "SP192" "0.0805087048487752" NA
"15825" "SP190" "SP192" "0.0537798672423497" NA
"15826" "SP191" "SP192" "0.0130069492572322" NA
"15827" "SP192" "SP192" "0.00964693901221147" "0.00277008310249307"
"15828" "SP193" "SP192" "0.0052437862564897" NA
"15829" "SP194" "SP192" "0.00672112388953154" "0.00138504155124654"
"15830" "SP195" "SP192" "0.188636359640641" NA
"15831" "SP196" "SP192" "0.0458498783131073" "0.00138504155124654"
"15832" "SP197" "SP192" "0.158579482162074" "0"
"15833" "SP198" "SP192" "0.022946236721944" "0.00138504155124654"
"15834" "SP199" "SP192" "0.137807544112603" "0.00138504155124654"
"15835" "SP200" "SP192" "0.0790123723832142" "0"
"15836" "SP201" "SP192" "0.0341105720387272" "0.00138504155124654"
"15837" "SP202" "SP192" "0.0921357030277362" "0"
"15838" "SP203" "SP192" "0.0537798672423497" "0"
"15839" "SP204" "SP192" "0.108391041297512" "0"
"15840" "SP205" "SP192" "0.0958718385958393" NA
"15841" "SP206" "SP192" "0.123238799848245" "0"
"15842" "SP207" "SP192" "0.154833023032984" NA
"15843" "SP208" "SP192" "0.0636568171294651" "0.00138504155124654"
"15844" "SP209" "SP192" "0.0747423180211228" "0"
"15845" "SP210" "SP192" "0.0504035171470041" "0"
"15846" "SP211" "SP192" "0.0137083648135328" "0"
"15847" "SP212" "SP192" "0.00655103585597667" "0"
"15848" "SP213" "SP192" "0.00156355012758269" "0.00138504155124654"
"15849" "SP214" "SP192" "0.0297189381720693" "0"
"15850" "SP215" "SP192" "0.039405097460044" NA
"15851" "SP216" "SP192" "0.0144598899110122" NA
"15852" "SP217" "SP192" "0.0117384709288758" "0"
"15853" "SP218" "SP192" "0.162451172438953" NA
"15854" "SP219" "SP192" "4.54019585665757e-05" NA
"15855" "SP220" "SP192" "0.00156355012758269" NA
"15856" "SP224" "SP192" "0.0817334223873706" "0"
"15857" "SP231" "SP192" "0.000719742366165283" "0"
"15858" "SP232" "SP192" "0.00198091664851942" "0.00138504155124654"
"15859" "SP233" "SP192" "0.00125145468586143" "0.00138504155124654"
"15860" "SP234" "SP192" "7.18901363204475e-05" "0"
"15861" "SP235" "SP192" "0.00617519575915455" NA
"15862" "SP236" "SP192" "0.0458498783131073" NA
"15863" "SP237" "SP192" "0.0458498783131073" NA
"15864" "SP238" "SP192" "0.0341105720387272" NA
"15865" "SP239" "SP192" "4.02829303606712e-05" NA
"15866" "SP241" "SP192" "7.18901363204475e-05" "0"
"15867" "SP244" "SP192" "0.0458498783131073" NA
"15868" "SP251" "SP192" "4.32638833730185e-05" NA
"15869" "SP261" "SP192" "0.0458498783131073" "0"
"15870" "SP262" "SP192" "0.1130559312715" NA
"15871" "SP271" "SP192" "4.32638833730185e-05" "0.00138504155124654"
"15872" "SP280" "SP192" "0.0962566643727865" "0"
"15873" "SP281" "SP192" "0.0978170685078695" "0"
"15874" "SP282" "SP192" "0.0636568171294651" "0"
"15875" "SP283" "SP192" "0.0921357030277362" "0"
"15876" "SP284" "SP192" "0.162451172438953" "0"
"15877" "SP291" "SP192" "0.0180658647001791" "0.00138504155124654"
"15878" "SP301" "SP192" "0.00170565167532193" NA
"15879" "SP302" "SP192" "0.00224279933101019" "0"
"15880" "SP304" "SP192" "1.55140572149666e-05" NA
"15881" "SP310" "SP192" "0.00226847117817487" "0"
"15882" "SP311" "SP192" "0.00255026699199544" "0.00277008310249307"
"15883" "SP312" "SP192" "0.00617519575915455" "0"
"15884" "SP313" "SP192" "0.00311975104458367" "0.00138504155124654"
"15885" "SP314" "SP192" "0.00291341163291486" "0.00138504155124654"
"15886" "SP315" "SP192" "0.0117384709288758" NA
"15887" "SP316" "SP192" "0.000626839823656628" "0.00277008310249307"
"15888" "SP317" "SP192" "0.000208170177692724" "0.00138504155124654"
"15889" "SP318" "SP192" "0.00139654748255193" NA
"15890" "SP319" "SP192" "0.00175662756424329" "0.00138504155124654"
"15891" "SP320" "SP192" "0.00653433350752896" "0"
"15892" "SP323" "SP192" "0.00617519575915455" NA
"15893" "SP324" "SP192" "0.0341105720387272" NA
"15894" "SP331" "SP192" "0.00165653404898699" "0.00277008310249307"
"15895" "SP332" "SP192" "0.000462092561796151" "0.00138504155124654"
"15896" "SP333" "SP192" NA NA
"15897" "SP334" "SP192" "0.0001493910773135" "0.00138504155124654"
"15898" "SP335" "SP192" "0.103983763486899" NA
"15899" "SP336" "SP192" "0.0260445843598951" NA
"15900" "SP337" "SP192" "0.120579663144294" NA
"15901" "SP338" "SP192" "0.134712759763308" "0"
"15902" "SP339" "SP192" "0.103983763486899" NA
"15903" "SP340" "SP192" "0.277263204476466" NA
"15904" "SP341" "SP192" "0.134712759763308" "0"
"15905" "SP342" "SP192" "0.022946236721944" "0.00138504155124654"
"15906" "SP343" "SP192" "0.134712759763308" NA
"15907" "SP344" "SP192" "0.0636568171294651" NA
"15908" "SP345" "SP192" "0.117998031837854" NA
"15909" "SP346" "SP192" "0.0636568171294651" NA
"15910" "SP347" "SP192" "0.000252830923244924" "0"
"15911" "SP350" "SP192" "0.0106262024622841" NA
"15912" "SP361" "SP192" "0.0458498783131073" "0"
"15913" "SP366" "SP192" "0.0110539496545809" "0"
"15914" "SP367" "SP192" "0.0584396923944861" NA
"15915" "SP371" "SP192" "0.000223181918225265" "0"
"15916" "SP380" "SP192" "0.0109449474915642" "0"
"15917" "SP381" "SP192" "0.0341105720387272" "0.00138504155124654"
"15918" "SP382" "SP192" "0.0529081003678195" "0"
"15919" "SP383" "SP192" "0.0431148391523132" "0"
"15920" "SP384" "SP192" "0.0130069492572322" NA
"15921" "SP387" "SP192" "0.000963729054739353" NA
"15922" "SP391" "SP192" "0.000916548365236349" NA
"15923" "SP396" "SP192" "0.000963729054739353" NA
"15924" "SP461" "SP192" "0.000287531599498397" NA
"15925" "SP471" "SP192" "0.00255026699199544" NA
"15926" "SP472" "SP192" "0.00267044232358566" NA
"15927" "SP481" "SP192" "0.00214640298348019" NA
"15928" "SP482" "SP192" "0.00125145468586143" NA
"15929" "SP630" "SP192" "0.1130559312715" NA
"15930" "SP631" "SP192" "0.000159312310359577" NA
"15931" "SP632" "SP192" "5.00803844103677e-05" NA
"15932" "SP633" "SP192" "9.49154239033657e-05" NA
"15933" "SP634" "SP192" "0.0458498783131073" NA
"15934" "SP702" "SP192" "0.00301433187761608" "0"
"15935" "SP900" "SP192" NA "0.00138504155124654"
"15936" "SP999" "SP192" NA "0"
"15937" "SP0" "SP193" NA NA
"15938" "SP11" "SP193" "0.0140202694294992" NA
"15939" "SP12" "SP193" "0.0647985731978297" NA
"15940" "SP13" "SP193" "0.0108258337218129" NA
"15941" "SP14" "SP193" "0.000470807159295824" NA
"15942" "SP16" "SP193" "0.0115270398281234" NA
"15943" "SP21" "SP193" "6.0763669792554e-05" NA
"15944" "SP31" "SP193" "2.78999161972164e-05" NA
"15945" "SP41" "SP193" "8.63419284194006e-05" NA
"15946" "SP42" "SP193" "0.000229149215722193" NA
"15947" "SP44" "SP193" "0.000347527171595107" NA
"15948" "SP51" "SP193" "0.000635703813722599" NA
"15949" "SP61" "SP193" "0.0101791586240713" NA
"15950" "SP62" "SP193" "0.00185854022771571" NA
"15951" "SP63" "SP193" "0.00411678399535361" NA
"15952" "SP65" "SP193" "0.0101791586240713" NA
"15953" "SP66" "SP193" "0.00580940026854384" NA
"15954" "SP71" "SP193" "0.00185854022771571" NA
"15955" "SP72" "SP193" "0.000827813388454727" NA
"15956" "SP73" "SP193" "0.000654062960534934" NA
"15957" "SP74" "SP193" "0.00139168346761512" NA
"15958" "SP75" "SP193" "0.000229149215722193" NA
"15959" "SP76" "SP193" "0.000470807159295824" NA
"15960" "SP77" "SP193" "0.000229149215722193" NA
"15961" "SP78" "SP193" "0.000287281940733842" NA
"15962" "SP79" "SP193" "0.00067309292036547" NA
"15963" "SP80" "SP193" "0.00129895230126843" NA
"15964" "SP81" "SP193" "0.000229149215722193" NA
"15965" "SP82" "SP193" "0.000496396451952095" NA
"15966" "SP83" "SP193" NA NA
"15967" "SP90" "SP193" "0.00710077123388125" NA
"15968" "SP91" "SP193" "0.000827813388454727" NA
"15969" "SP92" "SP193" "0.00735165767355182" NA
"15970" "SP93" "SP193" "0.00411678399535361" NA
"15971" "SP94" "SP193" "0.0122886215980619" NA
"15972" "SP95" "SP193" "0.0263203682339046" NA
"15973" "SP96" "SP193" "0.0140202694294992" NA
"15974" "SP97" "SP193" "0.0108258337218129" NA
"15975" "SP98" "SP193" NA NA
"15976" "SP99" "SP193" "0.0131171949559021" NA
"15977" "SP100" "SP193" "0.0101791586240713" NA
"15978" "SP101" "SP193" "0.0233285985771423" NA
"15979" "SP102" "SP193" "0.00375306400995476" NA
"15980" "SP106" "SP193" "0.00710077123388125" NA
"15981" "SP111" "SP193" "0.00185854022771571" NA
"15982" "SP121" "SP193" "0.0134690308918085" NA
"15983" "SP131" "SP193" "0.000308219289491746" NA
"15984" "SP132" "SP193" "0.000117382872034015" NA
"15985" "SP133" "SP193" "0.0118240754602795" NA
"15986" "SP135" "SP193" "0.000853434415628365" NA
"15987" "SP141" "SP193" "0.0923038519150827" NA
"15988" "SP151" "SP193" "0.00524647151140955" NA
"15989" "SP152" "SP193" "0.00680896191441885" NA
"15990" "SP160" "SP193" "0.00185854022771571" NA
"15991" "SP161" "SP193" "0.00276353681811397" NA
"15992" "SP162" "SP193" "0.00300815087877332" NA
"15993" "SP163" "SP193" "0.00288253202428097" NA
"15994" "SP164" "SP193" "0.00958183770245382" NA
"15995" "SP165" "SP193" "0.00342952784065401" NA
"15996" "SP166" "SP193" "0.000435440320226552" NA
"15997" "SP167" "SP193" "0.00580940026854384" NA
"15998" "SP168" "SP193" "0.00200526164064365" NA
"15999" "SP169" "SP193" "0.00551869691935729" NA
"16000" "SP170" "SP193" "0.00172519129360877" NA
"16001" "SP171" "SP193" "0.00193013007867824" NA
"16002" "SP172" "SP193" "0.00160375527790571" NA
"16003" "SP173" "SP193" "0.00179029011319297" NA
"16004" "SP174" "SP193" "0.000435440320226552" NA
"16005" "SP175" "SP193" "0.000584373829462405" NA
"16006" "SP177" "SP193" "0.00212507793214557" NA
"16007" "SP180" "SP193" "0.0355455904996766" NA
"16008" "SP181" "SP193" "0.0172682500129781" NA
"16009" "SP182" "SP193" "0.223156843954487" NA
"16010" "SP183" "SP193" "0.138442520876551" NA
"16011" "SP184" "SP193" "0.120127447282777" NA
"16012" "SP185" "SP193" "0.035577770847231" NA
"16013" "SP186" "SP193" "0.000617987039998753" NA
"16014" "SP187" "SP193" "0.138442520876551" NA
"16015" "SP188" "SP193" "0.0725579815756776" NA
"16016" "SP189" "SP193" "0.168489847435496" NA
"16017" "SP190" "SP193" "0.120127447282777" NA
"16018" "SP191" "SP193" "0.035577770847231" NA
"16019" "SP192" "SP193" "0.0274297635774839" NA
"16020" "SP193" "SP193" "0.0160853270956437" NA
"16021" "SP194" "SP193" "0.019999423463104" NA
"16022" "SP195" "SP193" "0.338035405250547" NA
"16023" "SP196" "SP193" "0.104969943219558" NA
"16024" "SP197" "SP193" "0.294032957851782" NA
"16025" "SP198" "SP193" "0.0581172009235278" NA
"16026" "SP199" "SP193" "0.262389603613756" NA
"16027" "SP200" "SP193" "0.16587626675733" NA
"16028" "SP201" "SP193" "0.0816275786204342" NA
"16029" "SP202" "SP193" "0.188476217732758" NA
"16030" "SP203" "SP193" "0.120127447282777" NA
"16031" "SP204" "SP193" "0.215554035672352" NA
"16032" "SP205" "SP193" "0.194784503906486" NA
"16033" "SP206" "SP193" "0.239514566349625" NA
"16034" "SP207" "SP193" "0.288404812096685" NA
"16035" "SP208" "SP193" "0.138442520876551" NA
"16036" "SP209" "SP193" "0.158362388313102" NA
"16037" "SP210" "SP193" "0.113727195482746" NA
"16038" "SP211" "SP193" "0.0372374835457755" NA
"16039" "SP212" "SP193" "0.0195552046477135" NA
"16040" "SP213" "SP193" "0.00551869691935729" NA
