"PreyNames" "PredNames" "pLHigh"
"180" 8 243 0.514294389988068
"181" 251 243 0.488782788551798
"182" 200 243 0.488782788551798
"183" 243 243 0.476649744333849
"184" 5 243 0.476649744333849
"185" 233 243 0.442566515257719
"186" 249 243 0.421635362174124
"187" 115 243 0.421635362174124
"188" 13 5 0.747944540678057
"189" 110 5 0.708182426225166
"190" 224 5 0.618232356558169
"191" 253 5 0.618232356558169
"192" 205 5 0.60187399070859
"193" 216 5 0.586041169717587
"194" 230 5 0.541567055145623
"195" 3 5 0.541567055145623
"196" 10 5 0.541567055145623
"197" 8 5 0.514294389988068
"198" 251 5 0.488782788551798
"199" 200 5 0.488782788551798
"200" 243 5 0.476649744333849
"201" 5 5 0.476649744333849
"202" 233 5 0.442566515257719
"203" 249 5 0.421635362174124
"204" 115 5 0.421635362174124
"205" 13 233 0.765605419339736
"206" 110 233 0.726440433394639
"207" 224 233 0.637102724470035
"208" 253 233 0.637102724470035
"209" 205 233 0.620758206610519
"210" 216 233 0.604912382830768
"211" 230 233 0.560267822061133
"212" 3 233 0.560267822061133
"213" 10 233 0.560267822061133
"214" 8 233 0.532796281887627
"215" 251 233 0.507035662523725
"216" 200 233 0.507035662523725
"217" 243 233 0.494763146617889
"218" 5 233 0.494763146617889
"219" 233 233 0.460216410353617
"220" 249 233 0.438948540559296
"221" 115 233 0.438948540559296
"222" 13 249 0.776540598788995
"223" 110 249 0.737798894188698
"224" 224 249 0.648946037634796
"225" 253 249 0.648946037634796
"226" 205 249 0.632627030228735
"227" 216 249 0.616788870807227
"228" 230 249 0.572079302328236
"229" 3 249 0.572079302328236
"230" 10 249 0.572079302328236
"231" 8 249 0.544506777071261
"232" 251 249 0.518610776540264
"233" 200 249 0.518610776540264
"234" 243 249 0.506260179083265
"235" 5 249 0.506260179083265
"236" 233 249 0.471447321843234
"237" 249 249 0.449981985977495
"238" 115 249 0.449981985977495
"239" 209 249 0.401748271816751
"240" 229 249 0.401748271816751
"241" 250 249 0.401748271816751
"242" 7 249 0.401748271816751
"243" 13 115 0.776540598788995
"244" 110 115 0.737798894188698
"245" 224 115 0.648946037634796
"246" 253 115 0.648946037634796
"247" 205 115 0.632627030228735
"248" 216 115 0.616788870807227
"249" 230 115 0.572079302328236
"250" 3 115 0.572079302328236
"251" 10 115 0.572079302328236
"252" 8 115 0.544506777071261
"253" 251 115 0.518610776540264
"254" 200 115 0.518610776540264
"255" 243 115 0.506260179083265
"256" 5 115 0.506260179083265
"257" 233 115 0.471447321843234
"258" 249 115 0.449981985977495
"259" 115 115 0.449981985977495
"260" 209 115 0.401748271816751
"261" 229 115 0.401748271816751
"262" 250 115 0.401748271816751
"263" 7 115 0.401748271816751
"264" 13 209 0.801320450077843
"265" 110 209 0.763702735159223
"266" 224 209 0.676275796809007
"267" 253 209 0.676275796809007
"268" 205 209 0.660067317928839
"269" 216 209 0.644295533157373
"270" 230 209 0.599565484294662
"271" 3 209 0.599565484294662
"272" 10 209 0.599565484294662
"273" 8 209 0.571833782656503
"274" 251 209 0.545690374713246
"275" 200 209 0.545690374713246
"276" 243 209 0.533189058129297
"277" 5 209 0.533189058129297
"278" 233 209 0.4978395918787
"279" 249 209 0.475962117479926
"280" 115 209 0.475962117479926
"281" 209 209 0.426578318908164
"282" 229 209 0.426578318908164
"283" 250 209 0.426578318908164
"284" 7 209 0.426578318908164
"285" 35 209 0.417534086616848
"286" 22 209 0.400205613394347
"287" 13 229 0.801320450077843
"288" 110 229 0.763702735159223
"289" 224 229 0.676275796809007
"290" 253 229 0.676275796809007
"291" 205 229 0.660067317928839
"292" 216 229 0.644295533157373
"293" 230 229 0.599565484294662
"294" 3 229 0.599565484294662
"295" 10 229 0.599565484294662
"296" 8 229 0.571833782656503
"297" 251 229 0.545690374713246
"298" 200 229 0.545690374713246
"299" 243 229 0.533189058129297
"300" 5 229 0.533189058129297
"301" 233 229 0.4978395918787
"302" 249 229 0.475962117479926
"303" 115 229 0.475962117479926
"304" 209 229 0.426578318908164
"305" 229 229 0.426578318908164
"306" 250 229 0.426578318908164
"307" 7 229 0.426578318908164
"308" 35 229 0.417534086616848
"309" 22 229 0.400205613394347
"310" 13 250 0.801320450077843
"311" 110 250 0.763702735159223
"312" 224 250 0.676275796809007
"313" 253 250 0.676275796809007
"314" 205 250 0.660067317928839
"315" 216 250 0.644295533157373
"316" 230 250 0.599565484294662
"317" 3 250 0.599565484294662
"318" 10 250 0.599565484294662
"319" 8 250 0.571833782656503
"320" 251 250 0.545690374713246
"321" 200 250 0.545690374713246
"322" 243 250 0.533189058129297
"323" 5 250 0.533189058129297
"324" 233 250 0.4978395918787
"325" 249 250 0.475962117479926
"326" 115 250 0.475962117479926
"327" 209 250 0.426578318908164
"328" 229 250 0.426578318908164
"329" 250 250 0.426578318908164
"330" 7 250 0.426578318908164
"331" 35 250 0.417534086616848
"332" 22 250 0.400205613394347
"333" 13 7 0.801320450077843
"334" 110 7 0.763702735159223
"335" 224 7 0.676275796809007
"336" 253 7 0.676275796809007
"337" 205 7 0.660067317928839
"338" 216 7 0.644295533157373
"339" 230 7 0.599565484294662
"340" 3 7 0.599565484294662
"341" 10 7 0.599565484294662
"342" 8 7 0.571833782656503
"343" 251 7 0.545690374713246
"344" 200 7 0.545690374713246
"345" 243 7 0.533189058129297
"346" 5 7 0.533189058129297
"347" 233 7 0.4978395918787
"348" 249 7 0.475962117479926
"349" 115 7 0.475962117479926
"350" 209 7 0.426578318908164
"351" 229 7 0.426578318908164
"352" 250 7 0.426578318908164
"353" 7 7 0.426578318908164
"354" 35 7 0.417534086616848
"355" 22 7 0.400205613394347
"356" 13 35 0.805881992967337
"357" 110 35 0.768497883661042
"358" 224 35 0.681386674535559
"359" 253 35 0.681386674535559
"360" 205 35 0.665207155193269
"361" 216 35 0.649455605748261
"362" 230 35 0.604742588951709
"363" 3 35 0.604742588951709
"364" 10 35 0.604742588951709
"365" 8 35 0.576993051747931
"366" 251 35 0.550813902589205
"367" 200 35 0.550813902589205
"368" 243 35 0.538289180255163
"369" 5 35 0.538289180255163
"370" 233 35 0.502851966842025
"371" 249 35 0.480904522631302
"372" 115 35 0.480904522631302
"373" 209 35 0.431319620355866
"374" 229 35 0.431319620355866
"375" 250 35 0.431319620355866
"376" 7 35 0.431319620355866
"377" 35 35 0.422232132423721
"378" 22 35 0.404815243707645
"379" 13 22 0.814649032558307
"380" 110 22 0.777738903858535
"381" 224 22 0.69128457520794
"382" 253 22 0.69128457520794
"383" 205 22 0.675168844232409
"384" 216 22 0.659463762057865
"385" 230 22 0.614803185736795
"386" 3 22 0.614803185736795
"387" 10 22 0.614803185736795
"388" 8 22 0.587030266791512
"389" 251 22 0.560791766720992
"390" 200 22 0.560791766720992
"391" 243 22 0.548226204321459
"392" 5 22 0.548226204321459
"393" 233 22 0.512630917764842
"394" 249 22 0.490554673106798
"395" 115 22 0.490554673106798
"396" 209 22 0.440593553630637
"397" 229 22 0.440593553630637
"398" 250 22 0.440593553630637
"399" 7 22 0.440593553630637
"400" 35 22 0.431424424149306
"401" 22 22 0.413840115959573
"402" 13 247 0.822969319070455
"403" 110 247 0.786540789900775
"404" 224 247 0.700773637420263
"405" 253 247 0.700773637420263
"406" 205 247 0.684728821366568
"407" 216 247 0.669077515701429
"408" 230 247 0.624491913247175
"409" 3 247 0.624491913247175
"410" 10 247 0.624491913247175
"411" 8 247 0.596710768890075
"412" 251 247 0.570427932833568
"413" 200 247 0.570427932833568
"414" 243 247 0.55782893799896
"415" 5 247 0.55782893799896
"416" 233 247 0.522097245304316
"417" 249 247 0.499906093326034
"418" 115 247 0.499906093326034
"419" 209 247 0.449601276230979
"420" 229 247 0.449601276230979
"421" 250 247 0.449601276230979
"422" 7 247 0.449601276230979
"423" 35 247 0.440356613218478
"424" 22 247 0.422616702752329
"425" 247 247 0.405823833469477
"426" 13 238 0.842010063666983
"427" 110 238 0.806809577592057
"428" 224 238 0.722868720721743
"429" 253 238 0.722868720721743
"430" 205 238 0.707027626001379
"431" 216 238 0.691538070780528
"432" 230 238 0.647225037274852
"433" 3 238 0.647225037274852
"434" 10 238 0.647225037274852
"435" 8 238 0.619481198371134
"436" 251 238 0.593145221845098
"437" 200 238 0.593145221845098
"438" 243 238 0.580491229290305
"439" 5 238 0.580491229290305
"440" 233 238 0.544502513211734
"441" 249 238 0.522078220446107
"442" 115 238 0.522078220446107
"443" 209 238 0.471041573224676
"444" 229 238 0.471041573224676
"445" 250 238 0.471041573224676
"446" 7 238 0.471041573224676
"447" 35 238 0.461632110876516
"448" 22 238 0.443549780660678
"449" 247 238 0.426401086649385
"450" 13 240 0.842010063666983
"451" 110 240 0.806809577592057
"452" 224 240 0.722868720721743
"453" 253 240 0.722868720721743
"454" 205 240 0.707027626001379
"455" 216 240 0.691538070780528
"456" 230 240 0.647225037274852
"457" 3 240 0.647225037274852
"458" 10 240 0.647225037274852
"459" 8 240 0.619481198371134
"460" 251 240 0.593145221845098
"461" 200 240 0.593145221845098
"462" 243 240 0.580491229290305
"463" 5 240 0.580491229290305
"464" 233 240 0.544502513211734
"465" 249 240 0.522078220446107
"466" 115 240 0.522078220446107
"467" 209 240 0.471041573224676
"468" 229 240 0.471041573224676
"469" 250 240 0.471041573224676
"470" 7 240 0.471041573224676
"471" 35 240 0.461632110876516
"472" 22 240 0.443549780660678
"473" 247 240 0.426401086649385
"474" 13 6 0.842010063666983
"475" 110 6 0.806809577592057
"476" 224 6 0.722868720721743
"477" 253 6 0.722868720721743
"478" 205 6 0.707027626001379
"479" 216 6 0.691538070780528
"480" 230 6 0.647225037274852
"481" 3 6 0.647225037274852
"482" 10 6 0.647225037274852
"483" 8 6 0.619481198371134
"484" 251 6 0.593145221845098
"485" 200 6 0.593145221845098
"486" 243 6 0.580491229290305
"487" 5 6 0.580491229290305
"488" 233 6 0.544502513211734
"489" 249 6 0.522078220446107
"490" 115 6 0.522078220446107
"491" 209 6 0.471041573224676
"492" 229 6 0.471041573224676
"493" 250 6 0.471041573224676
"494" 7 6 0.471041573224676
"495" 35 6 0.461632110876516
"496" 22 6 0.443549780660678
"497" 247 6 0.426401086649385
"498" 13 34 0.842010063666983
"499" 110 34 0.806809577592057
"500" 224 34 0.722868720721743
"501" 253 34 0.722868720721743
"502" 205 34 0.707027626001379
"503" 216 34 0.691538070780528
"504" 230 34 0.647225037274852
"505" 3 34 0.647225037274852
"506" 10 34 0.647225037274852
"507" 8 34 0.619481198371134
"508" 251 34 0.593145221845098
"509" 200 34 0.593145221845098
"510" 243 34 0.580491229290305
"511" 5 34 0.580491229290305
"512" 233 34 0.544502513211734
"513" 249 34 0.522078220446107
"514" 115 34 0.522078220446107
"515" 209 34 0.471041573224676
"516" 229 34 0.471041573224676
"517" 250 34 0.471041573224676
"518" 7 34 0.471041573224676
"519" 35 34 0.461632110876516
"520" 22 34 0.443549780660678
"521" 247 34 0.426401086649385
"522" 13 79 0.842010063666983
"523" 110 79 0.806809577592057
"524" 224 79 0.722868720721743
"525" 253 79 0.722868720721743
"526" 205 79 0.707027626001379
"527" 216 79 0.691538070780528
"528" 230 79 0.647225037274852
"529" 3 79 0.647225037274852
"530" 10 79 0.647225037274852
"531" 8 79 0.619481198371134
"532" 251 79 0.593145221845098
"533" 200 79 0.593145221845098
"534" 243 79 0.580491229290305
"535" 5 79 0.580491229290305
"536" 233 79 0.544502513211734
"537" 249 79 0.522078220446107
"538" 115 79 0.522078220446107
"539" 209 79 0.471041573224676
"540" 229 79 0.471041573224676
"541" 250 79 0.471041573224676
"542" 7 79 0.471041573224676
"543" 35 79 0.461632110876516
"544" 22 79 0.443549780660678
"545" 247 79 0.426401086649385
"546" 13 237 0.858850401315587
"547" 110 237 0.824898404785162
"548" 224 237 0.742901486602461
"549" 253 237 0.742901486602461
"550" 205 237 0.727294483573843
"551" 216 237 0.711998391670467
"552" 230 237 0.668058390169539
"553" 3 237 0.668058390169539
"554" 10 237 0.668058390169539
"555" 8 237 0.640421163475906
"556" 251 237 0.614101767050869
"557" 200 237 0.614101767050869
"558" 243 237 0.601427509471275
"559" 5 237 0.601427509471275
"560" 233 237 0.565284471172163
"561" 249 237 0.542693668663289
"562" 115 237 0.542693668663289
"563" 209 237 0.491083219241971
"564" 229 237 0.491083219241971
"565" 250 237 0.491083219241971
"566" 7 237 0.491083219241971
"567" 35 237 0.481538935601768
"568" 22 237 0.463172433343146
"569" 247 237 0.445723864817484
"570" 238 237 0.405783675812747
"571" 240 237 0.405783675812747
"572" 6 237 0.405783675812747
"573" 34 237 0.405783675812747
"574" 79 237 0.405783675812747
"575" 13 20 0.858850401315587
"576" 110 20 0.824898404785162
"577" 224 20 0.742901486602461
"578" 253 20 0.742901486602461
"579" 205 20 0.727294483573843
"580" 216 20 0.711998391670467
"581" 230 20 0.668058390169539
"582" 3 20 0.668058390169539
"583" 10 20 0.668058390169539
"584" 8 20 0.640421163475906
"585" 251 20 0.614101767050869
"586" 200 20 0.614101767050869
"587" 243 20 0.601427509471275
"588" 5 20 0.601427509471275
"589" 233 20 0.565284471172163
"590" 249 20 0.542693668663289
"591" 115 20 0.542693668663289
"592" 209 20 0.491083219241971
"593" 229 20 0.491083219241971
"594" 250 20 0.491083219241971
"595" 7 20 0.491083219241971
"596" 35 20 0.481538935601768
"597" 22 20 0.463172433343146
"598" 247 20 0.445723864817484
"599" 238 20 0.405783675812747
"600" 240 20 0.405783675812747
"601" 6 20 0.405783675812747
"602" 34 20 0.405783675812747
"603" 79 20 0.405783675812747
"604" 13 150 0.858850401315587
"605" 110 150 0.824898404785162
"606" 224 150 0.742901486602461
"607" 253 150 0.742901486602461
"608" 205 150 0.727294483573843
"609" 216 150 0.711998391670467
"610" 230 150 0.668058390169539
"611" 3 150 0.668058390169539
"612" 10 150 0.668058390169539
"613" 8 150 0.640421163475906
"614" 251 150 0.614101767050869
"615" 200 150 0.614101767050869
"616" 243 150 0.601427509471275
"617" 5 150 0.601427509471275
"618" 233 150 0.565284471172163
"619" 249 150 0.542693668663289
"620" 115 150 0.542693668663289
"621" 209 150 0.491083219241971
"622" 229 150 0.491083219241971
"623" 250 150 0.491083219241971
"624" 7 150 0.491083219241971
"625" 35 150 0.481538935601768
"626" 22 150 0.463172433343146
"627" 247 150 0.445723864817484
"628" 238 150 0.405783675812747
"629" 240 150 0.405783675812747
"630" 6 150 0.405783675812747
"631" 34 150 0.405783675812747
"632" 79 150 0.405783675812747
"633" 13 202 0.858850401315587
"634" 110 202 0.824898404785162
"635" 224 202 0.742901486602461
"636" 253 202 0.742901486602461
"637" 205 202 0.727294483573843
"638" 216 202 0.711998391670467
"639" 230 202 0.668058390169539
"640" 3 202 0.668058390169539
"641" 10 202 0.668058390169539
"642" 8 202 0.640421163475906
"643" 251 202 0.614101767050869
"644" 200 202 0.614101767050869
"645" 243 202 0.601427509471275
"646" 5 202 0.601427509471275
"647" 233 202 0.565284471172163
"648" 249 202 0.542693668663289
"649" 115 202 0.542693668663289
"650" 209 202 0.491083219241971
"651" 229 202 0.491083219241971
"652" 250 202 0.491083219241971
"653" 7 202 0.491083219241971
"654" 35 202 0.481538935601768
"655" 22 202 0.463172433343146
"656" 247 202 0.445723864817484
"657" 238 202 0.405783675812747
"658" 240 202 0.405783675812747
"659" 6 202 0.405783675812747
"660" 34 202 0.405783675812747
"661" 79 202 0.405783675812747
"662" 13 218 0.861984124886953
"663" 110 218 0.82828305837194
"664" 224 218 0.746685693033409
"665" 253 218 0.746685693033409
"666" 205 218 0.731128476165034
"667" 216 218 0.715874211965685
"668" 230 218 0.672018917751791
"669" 3 218 0.672018917751791
"670" 10 218 0.672018917751791
"671" 8 218 0.644410088011521
"672" 251 218 0.618101187838101
"673" 200 218 0.618101187838101
"674" 243 218 0.605426474073094
"675" 5 218 0.605426474073094
"676" 233 218 0.569263271817946
"677" 249 218 0.546646154904866
"678" 115 218 0.546646154904866
"679" 209 218 0.494937636422718
"680" 229 218 0.494937636422718
"681" 250 218 0.494937636422718
"682" 7 218 0.494937636422718
"683" 35 218 0.485369571820752
"684" 22 218 0.466952434476084
"685" 247 218 0.449449862716889
"686" 238 218 0.409364577254676
"687" 240 218 0.409364577254676
"688" 6 218 0.409364577254676
"689" 34 218 0.409364577254676
"690" 79 218 0.409364577254676
"691" 13 4 0.865045237913039
"692" 110 4 0.831595301837458
"693" 224 4 0.750400484684705
"694" 253 4 0.750400484684705
"695" 205 4 0.734893921850767
"696" 216 4 0.719682409659142
"697" 230 4 0.675914835800914
"698" 3 4 0.675914835800914
"699" 10 4 0.675914835800914
"700" 8 4 0.648336534929364
"701" 251 4 0.622040307522665
"702" 200 4 0.622040307522665
"703" 243 4 0.609366231813671
"704" 5 4 0.609366231813671
"705" 233 4 0.573186133854509
"706" 249 4 0.550544845669411
"707" 115 4 0.550544845669411
"708" 209 4 0.498743400909777
"709" 229 4 0.498743400909777
"710" 250 4 0.498743400909777
"711" 7 4 0.498743400909777
"712" 35 4 0.489152539461755
"713" 22 4 0.470686686306012
"714" 247 4 0.453131963392241
"715" 238 4 0.412905912215928
"716" 240 4 0.412905912215928
"717" 6 4 0.412905912215928
"718" 34 4 0.412905912215928
"719" 79 4 0.412905912215928
"720" 13 234 0.873814111060235
"721" 110 234 0.841118007627458
"722" 224 234 0.761146608794249
"723" 253 234 0.761146608794249
"724" 205 234 0.745796759958516
"725" 216 234 0.730718595583113
"726" 230 234 0.687230923904016
"727" 3 234 0.687230923904016
"728" 10 234 0.687230923904016
"729" 8 234 0.659756142018462
"730" 251 234 0.633510165809945
"731" 200 234 0.633510165809945
"732" 243 234 0.620844170054828
"733" 5 234 0.620844170054828
"734" 233 234 0.584631851921382
"735" 249 234 0.561930194752132
"736" 115 234 0.561930194752132
"737" 209 234 0.509879206904452
"738" 229 234 0.509879206904452
"739" 250 234 0.509879206904452
"740" 7 234 0.509879206904452
"741" 35 234 0.5002255624378
"742" 22 234 0.481624508742841
"743" 247 234 0.463923908874386
"744" 238 234 0.423300337699473
"745" 240 234 0.423300337699473
"746" 6 234 0.423300337699473
"747" 34 234 0.423300337699473
"748" 79 234 0.423300337699473
"749" 13 70 0.873814111060235
"750" 110 70 0.841118007627458
"751" 224 70 0.761146608794249
"752" 253 70 0.761146608794249
"753" 205 70 0.745796759958516
"754" 216 70 0.730718595583113
"755" 230 70 0.687230923904016
"756" 3 70 0.687230923904016
"757" 10 70 0.687230923904016
"758" 8 70 0.659756142018462
"759" 251 70 0.633510165809945
"760" 200 70 0.633510165809945
"761" 243 70 0.620844170054828
"762" 5 70 0.620844170054828
"763" 233 70 0.584631851921382
"764" 249 70 0.561930194752132
"765" 115 70 0.561930194752132
"766" 209 70 0.509879206904452
"767" 229 70 0.509879206904452
"768" 250 70 0.509879206904452
"769" 7 70 0.509879206904452
"770" 35 70 0.5002255624378
"771" 22 70 0.481624508742841
"772" 247 70 0.463923908874386
"773" 238 70 0.423300337699473
"774" 240 70 0.423300337699473
"775" 6 70 0.423300337699473
"776" 34 70 0.423300337699473
"777" 79 70 0.423300337699473
"778" 13 151 0.873814111060235
"779" 110 151 0.841118007627458
"780" 224 151 0.761146608794249
"781" 253 151 0.761146608794249
"782" 205 151 0.745796759958516
"783" 216 151 0.730718595583113
"784" 230 151 0.687230923904016
"785" 3 151 0.687230923904016
"786" 10 151 0.687230923904016
"787" 8 151 0.659756142018462
"788" 251 151 0.633510165809945
"789" 200 151 0.633510165809945
"790" 243 151 0.620844170054828
"791" 5 151 0.620844170054828
"792" 233 151 0.584631851921382
"793" 249 151 0.561930194752132
"794" 115 151 0.561930194752132
"795" 209 151 0.509879206904452
"796" 229 151 0.509879206904452
"797" 250 151 0.509879206904452
"798" 7 151 0.509879206904452
"799" 35 151 0.5002255624378
"800" 22 151 0.481624508742841
"801" 247 151 0.463923908874386
"802" 238 151 0.423300337699473
"803" 240 151 0.423300337699473
"804" 6 151 0.423300337699473
"805" 34 151 0.423300337699473
"806" 79 151 0.423300337699473
"807" 13 112 0.887162338883201
"808" 110 112 0.855720209683938
"809" 224 112 0.777828928892605
"810" 253 112 0.777828928892605
"811" 205 112 0.76275370159928
"812" 216 112 0.747912348589867
"813" 230 112 0.704939860963242
"814" 3 112 0.704939860963242
"815" 10 112 0.704939860963242
"816" 8 112 0.677672787966596
"817" 251 112 0.651546905500937
"818" 200 112 0.651546905500937
"819" 243 112 0.63891277944274
"820" 5 112 0.63891277944274
"821" 233 112 0.60270215795704
"822" 249 112 0.579936509484923
"823" 115 112 0.579936509484923
"824" 209 112 0.527558280180348
"825" 229 112 0.527558280180348
"826" 250 112 0.527558280180348
"827" 7 112 0.527558280180348
"828" 35 112 0.517817073849273
"829" 22 112 0.49902408086519
"830" 247 112 0.481112687481231
"831" 238 112 0.43990258093589
"832" 240 112 0.43990258093589
"833" 6 112 0.43990258093589
"834" 34 112 0.43990258093589
"835" 79 112 0.43990258093589
"836" 237 112 0.40327268111114
"837" 20 112 0.40327268111114
"838" 150 112 0.40327268111114
"839" 202 112 0.40327268111114
"840" 13 244 0.899108556147363
"841" 110 244 0.868911788868437
"842" 224 244 0.793134813584216
"843" 253 244 0.793134813584216
"844" 205 244 0.778347337517669
"845" 216 244 0.763757328810236
"846" 230 244 0.721349938210336
"847" 3 244 0.721349938210336
"848" 10 244 0.721349938210336
"849" 8 244 0.694327440381164
"850" 251 244 0.66836019601197
"851" 200 244 0.66836019601197
"852" 243 244 0.655777597924092
"853" 5 244 0.655777597924092
"854" 233 244 0.619628301026949
"855" 249 244 0.59683839264855
"856" 115 244 0.59683839264855
"857" 209 244 0.544229918243797
"858" 229 244 0.544229918243797
"859" 250 244 0.544229918243797
"860" 7 244 0.544229918243797
"861" 35 244 0.534419944783922
"862" 22 244 0.515471861560511
"863" 247 244 0.497385465641897
"864" 238 244 0.455673343849512
"865" 240 244 0.455673343849512
"866" 6 244 0.455673343849512
"867" 34 244 0.455673343849512
"868" 79 244 0.455673343849512
"869" 237 244 0.418482031198035
"870" 20 244 0.418482031198035
